"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Sex"	"Sex Code"	"States"	"States Code"	"Year"	"Year Code"	Count
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Vermont"	"50"	"2002"	"2002"	173
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Vermont"	"50"	"2003"	"2003"	193
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Vermont"	"50"	"2004"	"2004"	201
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Vermont"	"50"	"2005"	"2005"	225
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Vermont"	"50"	"2006"	"2006"	284
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Vermont"	"50"	"2007"	"2007"	263
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Vermont"	"50"	"2008"	"2008"	233
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Vermont"	"50"	"2009"	"2009"	277
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Vermont"	"50"	"2010"	"2010"	264
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Vermont"	"50"	"2011"	"2011"	270
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Vermont"	"50"	"2012"	"2012"	259
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Vermont"	"50"	"2013"	"2013"	222
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Virginia"	"51"	"2003"	"2003"	2165
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Virginia"	"51"	"2004"	"2004"	2178
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Virginia"	"51"	"2005"	"2005"	2355
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Virginia"	"51"	"2006"	"2006"	2342
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Virginia"	"51"	"2007"	"2007"	2233
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Virginia"	"51"	"2008"	"2008"	2408
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Virginia"	"51"	"2009"	"2009"	2545
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Virginia"	"51"	"2010"	"2010"	2389
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Virginia"	"51"	"2011"	"2011"	2417
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Virginia"	"51"	"2012"	"2012"	2500
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Virginia"	"51"	"2013"	"2013"	2453
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Washington"	"53"	"1999"	"1999"	1786
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Washington"	"53"	"2000"	"2000"	1834
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Washington"	"53"	"2001"	"2001"	1903
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Washington"	"53"	"2002"	"2002"	1813
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Washington"	"53"	"2003"	"2003"	1964
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Washington"	"53"	"2004"	"2004"	1961
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Washington"	"53"	"2005"	"2005"	1996
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Washington"	"53"	"2006"	"2006"	2036
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Washington"	"53"	"2007"	"2007"	1964
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Washington"	"53"	"2008"	"2008"	2092
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Washington"	"53"	"2009"	"2009"	2082
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Washington"	"53"	"2010"	"2010"	2127
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Washington"	"53"	"2011"	"2011"	2115
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Washington"	"53"	"2012"	"2012"	2206
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Washington"	"53"	"2013"	"2013"	2084
	"Lung and Bronchus"	"22030"	"Female"	"F"	"West Virginia"	"54"	"1999"	"1999"	850
	"Lung and Bronchus"	"22030"	"Female"	"F"	"West Virginia"	"54"	"2000"	"2000"	846
	"Lung and Bronchus"	"22030"	"Female"	"F"	"West Virginia"	"54"	"2001"	"2001"	884
	"Lung and Bronchus"	"22030"	"Female"	"F"	"West Virginia"	"54"	"2002"	"2002"	859
	"Lung and Bronchus"	"22030"	"Female"	"F"	"West Virginia"	"54"	"2003"	"2003"	815
	"Lung and Bronchus"	"22030"	"Female"	"F"	"West Virginia"	"54"	"2004"	"2004"	828
	"Lung and Bronchus"	"22030"	"Female"	"F"	"West Virginia"	"54"	"2005"	"2005"	949
	"Lung and Bronchus"	"22030"	"Female"	"F"	"West Virginia"	"54"	"2006"	"2006"	904
	"Lung and Bronchus"	"22030"	"Female"	"F"	"West Virginia"	"54"	"2007"	"2007"	916
	"Lung and Bronchus"	"22030"	"Female"	"F"	"West Virginia"	"54"	"2008"	"2008"	982
	"Lung and Bronchus"	"22030"	"Female"	"F"	"West Virginia"	"54"	"2009"	"2009"	873
	"Lung and Bronchus"	"22030"	"Female"	"F"	"West Virginia"	"54"	"2010"	"2010"	856
	"Lung and Bronchus"	"22030"	"Female"	"F"	"West Virginia"	"54"	"2011"	"2011"	841
	"Lung and Bronchus"	"22030"	"Female"	"F"	"West Virginia"	"54"	"2012"	"2012"	876
	"Lung and Bronchus"	"22030"	"Female"	"F"	"West Virginia"	"54"	"2013"	"2013"	906
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Wisconsin"	"55"	"1999"	"1999"	1488
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Wisconsin"	"55"	"2000"	"2000"	1459
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Wisconsin"	"55"	"2001"	"2001"	1660
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Wisconsin"	"55"	"2002"	"2002"	1617
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Wisconsin"	"55"	"2003"	"2003"	1641
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Wisconsin"	"55"	"2004"	"2004"	1641
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Wisconsin"	"55"	"2005"	"2005"	1779
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Wisconsin"	"55"	"2006"	"2006"	1795
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Wisconsin"	"55"	"2007"	"2007"	1791
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Wisconsin"	"55"	"2008"	"2008"	1837
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Wisconsin"	"55"	"2009"	"2009"	1821
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Wisconsin"	"55"	"2010"	"2010"	1901
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Wisconsin"	"55"	"2011"	"2011"	1994
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Wisconsin"	"55"	"2012"	"2012"	1965
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Wisconsin"	"55"	"2013"	"2013"	1963
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Wyoming"	"56"	"1999"	"1999"	121
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Wyoming"	"56"	"2000"	"2000"	107
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Wyoming"	"56"	"2001"	"2001"	110
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Wyoming"	"56"	"2002"	"2002"	116
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Wyoming"	"56"	"2003"	"2003"	135
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Wyoming"	"56"	"2004"	"2004"	119
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Wyoming"	"56"	"2005"	"2005"	144
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Wyoming"	"56"	"2006"	"2006"	133
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Wyoming"	"56"	"2007"	"2007"	137
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Wyoming"	"56"	"2008"	"2008"	141
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Wyoming"	"56"	"2009"	"2009"	128
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Wyoming"	"56"	"2010"	"2010"	145
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Wyoming"	"56"	"2011"	"2011"	137
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Wyoming"	"56"	"2012"	"2012"	159
	"Lung and Bronchus"	"22030"	"Female"	"F"	"Wyoming"	"56"	"2013"	"2013"	122
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Alabama"	"01"	"1999"	"1999"	2145
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Alabama"	"01"	"2000"	"2000"	2142
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Alabama"	"01"	"2001"	"2001"	2292
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Alabama"	"01"	"2002"	"2002"	2191
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Alabama"	"01"	"2003"	"2003"	2186
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Alabama"	"01"	"2004"	"2004"	2347
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Alabama"	"01"	"2005"	"2005"	2227
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Alabama"	"01"	"2006"	"2006"	2344
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Alabama"	"01"	"2007"	"2007"	2277
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Alabama"	"01"	"2008"	"2008"	2486
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Alabama"	"01"	"2009"	"2009"	2413
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Alabama"	"01"	"2010"	"2010"	2416
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Alabama"	"01"	"2011"	"2011"	2289
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Alabama"	"01"	"2012"	"2012"	2377
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Alabama"	"01"	"2013"	"2013"	2252
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Alaska"	"02"	"1999"	"1999"	145
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Alaska"	"02"	"2000"	"2000"	154
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Alaska"	"02"	"2001"	"2001"	160
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Alaska"	"02"	"2002"	"2002"	166
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Alaska"	"02"	"2003"	"2003"	173
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Alaska"	"02"	"2004"	"2004"	186
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Alaska"	"02"	"2005"	"2005"	171
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Alaska"	"02"	"2006"	"2006"	198
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Alaska"	"02"	"2007"	"2007"	200
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Alaska"	"02"	"2008"	"2008"	185
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Alaska"	"02"	"2009"	"2009"	209
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Alaska"	"02"	"2010"	"2010"	191
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Alaska"	"02"	"2011"	"2011"	188
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Alaska"	"02"	"2012"	"2012"	173
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Alaska"	"02"	"2013"	"2013"	188
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Arizona"	"04"	"1999"	"1999"	1747
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Arizona"	"04"	"2000"	"2000"	1712
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Arizona"	"04"	"2001"	"2001"	1806
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Arizona"	"04"	"2002"	"2002"	1795
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Arizona"	"04"	"2003"	"2003"	1888
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Arizona"	"04"	"2004"	"2004"	1890
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Arizona"	"04"	"2005"	"2005"	1851
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Arizona"	"04"	"2006"	"2006"	1843
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Arizona"	"04"	"2007"	"2007"	1868
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Arizona"	"04"	"2008"	"2008"	1905
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Arizona"	"04"	"2009"	"2009"	2021
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Arizona"	"04"	"2010"	"2010"	1894
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Arizona"	"04"	"2011"	"2011"	1976
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Arizona"	"04"	"2012"	"2012"	1931
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Arizona"	"04"	"2013"	"2013"	1998
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Arkansas"	"05"	"2001"	"2001"	1507
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Arkansas"	"05"	"2002"	"2002"	1503
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Arkansas"	"05"	"2003"	"2003"	1525
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Arkansas"	"05"	"2004"	"2004"	1466
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Arkansas"	"05"	"2005"	"2005"	1562
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Arkansas"	"05"	"2006"	"2006"	1468
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Arkansas"	"05"	"2007"	"2007"	1622
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Arkansas"	"05"	"2008"	"2008"	1583
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Arkansas"	"05"	"2009"	"2009"	1505
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Arkansas"	"05"	"2010"	"2010"	1526
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Arkansas"	"05"	"2011"	"2011"	1585
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Arkansas"	"05"	"2012"	"2012"	1569
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Arkansas"	"05"	"2013"	"2013"	1652
	"Lung and Bronchus"	"22030"	"Male"	"M"	"California"	"06"	"1999"	"1999"	9339
	"Lung and Bronchus"	"22030"	"Male"	"M"	"California"	"06"	"2000"	"2000"	9453
	"Lung and Bronchus"	"22030"	"Male"	"M"	"California"	"06"	"2001"	"2001"	9424
	"Lung and Bronchus"	"22030"	"Male"	"M"	"California"	"06"	"2002"	"2002"	9103
	"Lung and Bronchus"	"22030"	"Male"	"M"	"California"	"06"	"2003"	"2003"	9118
	"Lung and Bronchus"	"22030"	"Male"	"M"	"California"	"06"	"2004"	"2004"	9045
	"Lung and Bronchus"	"22030"	"Male"	"M"	"California"	"06"	"2005"	"2005"	9157
	"Lung and Bronchus"	"22030"	"Male"	"M"	"California"	"06"	"2006"	"2006"	9124
	"Lung and Bronchus"	"22030"	"Male"	"M"	"California"	"06"	"2007"	"2007"	9088
	"Lung and Bronchus"	"22030"	"Male"	"M"	"California"	"06"	"2008"	"2008"	9046
	"Lung and Bronchus"	"22030"	"Male"	"M"	"California"	"06"	"2009"	"2009"	9255
	"Lung and Bronchus"	"22030"	"Male"	"M"	"California"	"06"	"2010"	"2010"	8900
	"Lung and Bronchus"	"22030"	"Male"	"M"	"California"	"06"	"2011"	"2011"	8511
	"Lung and Bronchus"	"22030"	"Male"	"M"	"California"	"06"	"2012"	"2012"	8566
	"Lung and Bronchus"	"22030"	"Male"	"M"	"California"	"06"	"2013"	"2013"	8364
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Colorado"	"08"	"1999"	"1999"	981
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Colorado"	"08"	"2000"	"2000"	1037
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Colorado"	"08"	"2001"	"2001"	1092
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Colorado"	"08"	"2002"	"2002"	1105
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Colorado"	"08"	"2003"	"2003"	1076
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Colorado"	"08"	"2004"	"2004"	1004
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Colorado"	"08"	"2005"	"2005"	994
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Colorado"	"08"	"2006"	"2006"	1041
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Colorado"	"08"	"2007"	"2007"	1107
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Colorado"	"08"	"2008"	"2008"	1166
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Colorado"	"08"	"2009"	"2009"	1131
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Colorado"	"08"	"2010"	"2010"	1092
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Colorado"	"08"	"2011"	"2011"	1102
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Colorado"	"08"	"2012"	"2012"	1119
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Colorado"	"08"	"2013"	"2013"	1055
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Connecticut"	"09"	"1999"	"1999"	1345
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Connecticut"	"09"	"2000"	"2000"	1297
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Connecticut"	"09"	"2001"	"2001"	1370
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Connecticut"	"09"	"2002"	"2002"	1352
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Connecticut"	"09"	"2003"	"2003"	1377
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Connecticut"	"09"	"2004"	"2004"	1332
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Connecticut"	"09"	"2005"	"2005"	1287
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Connecticut"	"09"	"2006"	"2006"	1331
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Connecticut"	"09"	"2007"	"2007"	1328
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Connecticut"	"09"	"2008"	"2008"	1370
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Connecticut"	"09"	"2009"	"2009"	1281
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Connecticut"	"09"	"2010"	"2010"	1315
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Connecticut"	"09"	"2011"	"2011"	1351
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Connecticut"	"09"	"2012"	"2012"	1282
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Connecticut"	"09"	"2013"	"2013"	1322
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Delaware"	"10"	"1999"	"1999"	373
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Delaware"	"10"	"2000"	"2000"	341
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Delaware"	"10"	"2001"	"2001"	363
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Delaware"	"10"	"2002"	"2002"	334
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Delaware"	"10"	"2003"	"2003"	387
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Delaware"	"10"	"2004"	"2004"	417
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Delaware"	"10"	"2005"	"2005"	379
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Delaware"	"10"	"2006"	"2006"	419
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Delaware"	"10"	"2007"	"2007"	394
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Delaware"	"10"	"2008"	"2008"	392
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Delaware"	"10"	"2009"	"2009"	397
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Delaware"	"10"	"2010"	"2010"	370
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Delaware"	"10"	"2011"	"2011"	448
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Delaware"	"10"	"2012"	"2012"	387
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Delaware"	"10"	"2013"	"2013"	412
	"Lung and Bronchus"	"22030"	"Male"	"M"	"District of Columbia"	"11"	"1999"	"1999"	252
	"Lung and Bronchus"	"22030"	"Male"	"M"	"District of Columbia"	"11"	"2000"	"2000"	193
	"Lung and Bronchus"	"22030"	"Male"	"M"	"District of Columbia"	"11"	"2001"	"2001"	238
	"Lung and Bronchus"	"22030"	"Male"	"M"	"District of Columbia"	"11"	"2003"	"2003"	207
	"Lung and Bronchus"	"22030"	"Male"	"M"	"District of Columbia"	"11"	"2004"	"2004"	209
	"Lung and Bronchus"	"22030"	"Male"	"M"	"District of Columbia"	"11"	"2005"	"2005"	189
	"Lung and Bronchus"	"22030"	"Male"	"M"	"District of Columbia"	"11"	"2006"	"2006"	192
	"Lung and Bronchus"	"22030"	"Male"	"M"	"District of Columbia"	"11"	"2007"	"2007"	186
	"Lung and Bronchus"	"22030"	"Male"	"M"	"District of Columbia"	"11"	"2008"	"2008"	177
	"Lung and Bronchus"	"22030"	"Male"	"M"	"District of Columbia"	"11"	"2009"	"2009"	193
	"Lung and Bronchus"	"22030"	"Male"	"M"	"District of Columbia"	"11"	"2010"	"2010"	188
	"Lung and Bronchus"	"22030"	"Male"	"M"	"District of Columbia"	"11"	"2011"	"2011"	180
	"Lung and Bronchus"	"22030"	"Male"	"M"	"District of Columbia"	"11"	"2012"	"2012"	200
	"Lung and Bronchus"	"22030"	"Male"	"M"	"District of Columbia"	"11"	"2013"	"2013"	160
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Florida"	"12"	"1999"	"1999"	8895
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Florida"	"12"	"2000"	"2000"	8960
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Florida"	"12"	"2001"	"2001"	8702
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Florida"	"12"	"2002"	"2002"	8855
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Florida"	"12"	"2003"	"2003"	8808
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Florida"	"12"	"2004"	"2004"	8955
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Florida"	"12"	"2005"	"2005"	9060
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Florida"	"12"	"2006"	"2006"	8893
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Florida"	"12"	"2007"	"2007"	8682
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Florida"	"12"	"2008"	"2008"	8932
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Florida"	"12"	"2009"	"2009"	8863
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Florida"	"12"	"2010"	"2010"	8804
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Florida"	"12"	"2011"	"2011"	8623
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Florida"	"12"	"2012"	"2012"	8812
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Florida"	"12"	"2013"	"2013"	8632
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Georgia"	"13"	"1999"	"1999"	3030
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Georgia"	"13"	"2000"	"2000"	3229
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Georgia"	"13"	"2001"	"2001"	3256
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Georgia"	"13"	"2002"	"2002"	3316
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Georgia"	"13"	"2003"	"2003"	3300
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Georgia"	"13"	"2004"	"2004"	3255
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Georgia"	"13"	"2005"	"2005"	3256
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Georgia"	"13"	"2006"	"2006"	3389
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Georgia"	"13"	"2007"	"2007"	3459
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Georgia"	"13"	"2008"	"2008"	3483
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Georgia"	"13"	"2009"	"2009"	3563
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Georgia"	"13"	"2010"	"2010"	3394
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Georgia"	"13"	"2011"	"2011"	3508
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Georgia"	"13"	"2012"	"2012"	3683
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Georgia"	"13"	"2013"	"2013"	3579
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Hawaii"	"15"	"1999"	"1999"	418
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Hawaii"	"15"	"2000"	"2000"	391
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Hawaii"	"15"	"2001"	"2001"	367
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Hawaii"	"15"	"2002"	"2002"	418
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Hawaii"	"15"	"2003"	"2003"	421
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Hawaii"	"15"	"2004"	"2004"	446
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Hawaii"	"15"	"2005"	"2005"	450
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Hawaii"	"15"	"2006"	"2006"	435
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Hawaii"	"15"	"2007"	"2007"	479
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Hawaii"	"15"	"2008"	"2008"	488
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Hawaii"	"15"	"2009"	"2009"	426
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Hawaii"	"15"	"2010"	"2010"	413
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Hawaii"	"15"	"2011"	"2011"	422
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Hawaii"	"15"	"2012"	"2012"	423
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Hawaii"	"15"	"2013"	"2013"	489
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Idaho"	"16"	"1999"	"1999"	366
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Idaho"	"16"	"2000"	"2000"	442
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Idaho"	"16"	"2001"	"2001"	354
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Idaho"	"16"	"2002"	"2002"	384
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Idaho"	"16"	"2003"	"2003"	422
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Idaho"	"16"	"2004"	"2004"	433
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Idaho"	"16"	"2005"	"2005"	448
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Idaho"	"16"	"2006"	"2006"	413
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Idaho"	"16"	"2007"	"2007"	445
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Idaho"	"16"	"2008"	"2008"	452
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Idaho"	"16"	"2009"	"2009"	444
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Idaho"	"16"	"2010"	"2010"	428
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Idaho"	"16"	"2011"	"2011"	436
	"Lung and Bronchus"	"22030"	"Male"	"M"	"Idaho"	"16"	"2012"	"2012"	445
