"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	"Race"	"Race Code"	Deaths
	"Lung and Bronchus"	"22030"	"West Virginia"	"54"	"2005"	"2005"	"White"	"2106-3"	1462
	"Lung and Bronchus"	"22030"	"West Virginia"	"54"	"2006"	"2006"	"Black or African American"	"2054-5"	35
	"Lung and Bronchus"	"22030"	"West Virginia"	"54"	"2006"	"2006"	"White"	"2106-3"	1549
	"Lung and Bronchus"	"22030"	"West Virginia"	"54"	"2007"	"2007"	"Black or African American"	"2054-5"	32
	"Lung and Bronchus"	"22030"	"West Virginia"	"54"	"2007"	"2007"	"White"	"2106-3"	1473
	"Lung and Bronchus"	"22030"	"West Virginia"	"54"	"2008"	"2008"	"Black or African American"	"2054-5"	39
	"Lung and Bronchus"	"22030"	"West Virginia"	"54"	"2008"	"2008"	"White"	"2106-3"	1429
	"Lung and Bronchus"	"22030"	"West Virginia"	"54"	"2009"	"2009"	"Black or African American"	"2054-5"	42
	"Lung and Bronchus"	"22030"	"West Virginia"	"54"	"2009"	"2009"	"White"	"2106-3"	1514
	"Lung and Bronchus"	"22030"	"West Virginia"	"54"	"2010"	"2010"	"Black or African American"	"2054-5"	36
	"Lung and Bronchus"	"22030"	"West Virginia"	"54"	"2010"	"2010"	"White"	"2106-3"	1518
	"Lung and Bronchus"	"22030"	"West Virginia"	"54"	"2011"	"2011"	"Black or African American"	"2054-5"	35
	"Lung and Bronchus"	"22030"	"West Virginia"	"54"	"2011"	"2011"	"White"	"2106-3"	1466
	"Lung and Bronchus"	"22030"	"West Virginia"	"54"	"2012"	"2012"	"Black or African American"	"2054-5"	36
	"Lung and Bronchus"	"22030"	"West Virginia"	"54"	"2012"	"2012"	"White"	"2106-3"	1445
	"Lung and Bronchus"	"22030"	"West Virginia"	"54"	"2013"	"2013"	"Black or African American"	"2054-5"	38
	"Lung and Bronchus"	"22030"	"West Virginia"	"54"	"2013"	"2013"	"White"	"2106-3"	1396
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"1999"	"1999"	"Black or African American"	"2054-5"	107
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"1999"	"1999"	"White"	"2106-3"	2520
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2000"	"2000"	"Black or African American"	"2054-5"	117
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2000"	"2000"	"White"	"2106-3"	2530
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2001"	"2001"	"American Indian or Alaska Native"	"1002-5"	16
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2001"	"2001"	"Black or African American"	"2054-5"	118
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2001"	"2001"	"White"	"2106-3"	2602
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2002"	"2002"	"Black or African American"	"2054-5"	125
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2002"	"2002"	"White"	"2106-3"	2654
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2003"	"2003"	"Black or African American"	"2054-5"	141
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2003"	"2003"	"White"	"2106-3"	2565
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2004"	"2004"	"American Indian or Alaska Native"	"1002-5"	28
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2004"	"2004"	"Black or African American"	"2054-5"	153
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2004"	"2004"	"White"	"2106-3"	2715
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2005"	"2005"	"American Indian or Alaska Native"	"1002-5"	21
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2005"	"2005"	"Black or African American"	"2054-5"	140
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2005"	"2005"	"White"	"2106-3"	2688
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2006"	"2006"	"American Indian or Alaska Native"	"1002-5"	20
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2006"	"2006"	"Black or African American"	"2054-5"	134
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2006"	"2006"	"White"	"2106-3"	2692
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2007"	"2007"	"American Indian or Alaska Native"	"1002-5"	30
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2007"	"2007"	"Black or African American"	"2054-5"	138
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2007"	"2007"	"White"	"2106-3"	2740
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2008"	"2008"	"American Indian or Alaska Native"	"1002-5"	25
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2008"	"2008"	"Black or African American"	"2054-5"	149
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2008"	"2008"	"White"	"2106-3"	2724
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2009"	"2009"	"American Indian or Alaska Native"	"1002-5"	26
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2009"	"2009"	"Black or African American"	"2054-5"	161
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2009"	"2009"	"White"	"2106-3"	2689
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2010"	"2010"	"American Indian or Alaska Native"	"1002-5"	33
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2010"	"2010"	"Black or African American"	"2054-5"	148
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2010"	"2010"	"White"	"2106-3"	2782
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2011"	"2011"	"American Indian or Alaska Native"	"1002-5"	23
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2011"	"2011"	"Black or African American"	"2054-5"	151
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2011"	"2011"	"White"	"2106-3"	2929
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2012"	"2012"	"American Indian or Alaska Native"	"1002-5"	33
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2012"	"2012"	"Asian or Pacific Islander"	"A-PI"	17
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2012"	"2012"	"Black or African American"	"2054-5"	171
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2012"	"2012"	"White"	"2106-3"	2709
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2013"	"2013"	"American Indian or Alaska Native"	"1002-5"	29
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2013"	"2013"	"Asian or Pacific Islander"	"A-PI"	18
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2013"	"2013"	"Black or African American"	"2054-5"	191
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2013"	"2013"	"White"	"2106-3"	2694
	"Lung and Bronchus"	"22030"	"Wyoming"	"56"	"1999"	"1999"	"White"	"2106-3"	236
	"Lung and Bronchus"	"22030"	"Wyoming"	"56"	"2000"	"2000"	"White"	"2106-3"	226
	"Lung and Bronchus"	"22030"	"Wyoming"	"56"	"2001"	"2001"	"White"	"2106-3"	229
	"Lung and Bronchus"	"22030"	"Wyoming"	"56"	"2002"	"2002"	"White"	"2106-3"	239
	"Lung and Bronchus"	"22030"	"Wyoming"	"56"	"2003"	"2003"	"White"	"2106-3"	239
	"Lung and Bronchus"	"22030"	"Wyoming"	"56"	"2004"	"2004"	"White"	"2106-3"	201
	"Lung and Bronchus"	"22030"	"Wyoming"	"56"	"2005"	"2005"	"White"	"2106-3"	246
	"Lung and Bronchus"	"22030"	"Wyoming"	"56"	"2006"	"2006"	"White"	"2106-3"	227
	"Lung and Bronchus"	"22030"	"Wyoming"	"56"	"2007"	"2007"	"White"	"2106-3"	242
	"Lung and Bronchus"	"22030"	"Wyoming"	"56"	"2008"	"2008"	"White"	"2106-3"	220
	"Lung and Bronchus"	"22030"	"Wyoming"	"56"	"2009"	"2009"	"White"	"2106-3"	236
	"Lung and Bronchus"	"22030"	"Wyoming"	"56"	"2010"	"2010"	"White"	"2106-3"	232
	"Lung and Bronchus"	"22030"	"Wyoming"	"56"	"2011"	"2011"	"White"	"2106-3"	216
	"Lung and Bronchus"	"22030"	"Wyoming"	"56"	"2012"	"2012"	"White"	"2106-3"	223
	"Lung and Bronchus"	"22030"	"Wyoming"	"56"	"2013"	"2013"	"White"	"2106-3"	225
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"1999"	"1999"	"White"	"2106-3"	105
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"2000"	"2000"	"White"	"2106-3"	113
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"2001"	"2001"	"White"	"2106-3"	117
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"2002"	"2002"	"White"	"2106-3"	121
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"2003"	"2003"	"White"	"2106-3"	121
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"2004"	"2004"	"White"	"2106-3"	99
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"2005"	"2005"	"White"	"2106-3"	164
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"2006"	"2006"	"White"	"2106-3"	140
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"2007"	"2007"	"White"	"2106-3"	148
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"2008"	"2008"	"White"	"2106-3"	136
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"2009"	"2009"	"White"	"2106-3"	169
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"2010"	"2010"	"White"	"2106-3"	138
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"2011"	"2011"	"White"	"2106-3"	140
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"2012"	"2012"	"White"	"2106-3"	156
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"2013"	"2013"	"White"	"2106-3"	148
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"1999"	"1999"	"White"	"2106-3"	147
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"2000"	"2000"	"White"	"2106-3"	140
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"2001"	"2001"	"White"	"2106-3"	126
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"2002"	"2002"	"White"	"2106-3"	161
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"2003"	"2003"	"White"	"2106-3"	157
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"2004"	"2004"	"White"	"2106-3"	155
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"2005"	"2005"	"White"	"2106-3"	167
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"2006"	"2006"	"White"	"2106-3"	179
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"2007"	"2007"	"White"	"2106-3"	188
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"2008"	"2008"	"White"	"2106-3"	164
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"2009"	"2009"	"White"	"2106-3"	226
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"2010"	"2010"	"White"	"2106-3"	193
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"2011"	"2011"	"White"	"2106-3"	197
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"2012"	"2012"	"White"	"2106-3"	219
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"2013"	"2013"	"White"	"2106-3"	226
	"Melanoma of the Skin"	"25010"	"Arkansas"	"05"	"1999"	"1999"	"White"	"2106-3"	72
	"Melanoma of the Skin"	"25010"	"Arkansas"	"05"	"2000"	"2000"	"White"	"2106-3"	70
	"Melanoma of the Skin"	"25010"	"Arkansas"	"05"	"2001"	"2001"	"White"	"2106-3"	70
	"Melanoma of the Skin"	"25010"	"Arkansas"	"05"	"2002"	"2002"	"White"	"2106-3"	63
	"Melanoma of the Skin"	"25010"	"Arkansas"	"05"	"2003"	"2003"	"White"	"2106-3"	74
	"Melanoma of the Skin"	"25010"	"Arkansas"	"05"	"2004"	"2004"	"White"	"2106-3"	74
	"Melanoma of the Skin"	"25010"	"Arkansas"	"05"	"2005"	"2005"	"White"	"2106-3"	76
	"Melanoma of the Skin"	"25010"	"Arkansas"	"05"	"2006"	"2006"	"White"	"2106-3"	80
	"Melanoma of the Skin"	"25010"	"Arkansas"	"05"	"2007"	"2007"	"White"	"2106-3"	80
	"Melanoma of the Skin"	"25010"	"Arkansas"	"05"	"2008"	"2008"	"White"	"2106-3"	82
	"Melanoma of the Skin"	"25010"	"Arkansas"	"05"	"2009"	"2009"	"White"	"2106-3"	84
	"Melanoma of the Skin"	"25010"	"Arkansas"	"05"	"2010"	"2010"	"White"	"2106-3"	95
	"Melanoma of the Skin"	"25010"	"Arkansas"	"05"	"2011"	"2011"	"White"	"2106-3"	102
	"Melanoma of the Skin"	"25010"	"Arkansas"	"05"	"2012"	"2012"	"White"	"2106-3"	95
	"Melanoma of the Skin"	"25010"	"Arkansas"	"05"	"2013"	"2013"	"White"	"2106-3"	91
	"Melanoma of the Skin"	"25010"	"California"	"06"	"1999"	"1999"	"White"	"2106-3"	709
	"Melanoma of the Skin"	"25010"	"California"	"06"	"2000"	"2000"	"White"	"2106-3"	750
	"Melanoma of the Skin"	"25010"	"California"	"06"	"2001"	"2001"	"White"	"2106-3"	770
	"Melanoma of the Skin"	"25010"	"California"	"06"	"2002"	"2002"	"White"	"2106-3"	754
	"Melanoma of the Skin"	"25010"	"California"	"06"	"2003"	"2003"	"White"	"2106-3"	838
	"Melanoma of the Skin"	"25010"	"California"	"06"	"2004"	"2004"	"White"	"2106-3"	815
	"Melanoma of the Skin"	"25010"	"California"	"06"	"2005"	"2005"	"Asian or Pacific Islander"	"A-PI"	22
	"Melanoma of the Skin"	"25010"	"California"	"06"	"2005"	"2005"	"White"	"2106-3"	814
	"Melanoma of the Skin"	"25010"	"California"	"06"	"2006"	"2006"	"White"	"2106-3"	870
	"Melanoma of the Skin"	"25010"	"California"	"06"	"2007"	"2007"	"Asian or Pacific Islander"	"A-PI"	19
	"Melanoma of the Skin"	"25010"	"California"	"06"	"2007"	"2007"	"White"	"2106-3"	813
	"Melanoma of the Skin"	"25010"	"California"	"06"	"2008"	"2008"	"White"	"2106-3"	909
	"Melanoma of the Skin"	"25010"	"California"	"06"	"2009"	"2009"	"Asian or Pacific Islander"	"A-PI"	16
	"Melanoma of the Skin"	"25010"	"California"	"06"	"2009"	"2009"	"White"	"2106-3"	894
	"Melanoma of the Skin"	"25010"	"California"	"06"	"2010"	"2010"	"White"	"2106-3"	955
	"Melanoma of the Skin"	"25010"	"California"	"06"	"2011"	"2011"	"Asian or Pacific Islander"	"A-PI"	20
	"Melanoma of the Skin"	"25010"	"California"	"06"	"2011"	"2011"	"White"	"2106-3"	889
	"Melanoma of the Skin"	"25010"	"California"	"06"	"2012"	"2012"	"Asian or Pacific Islander"	"A-PI"	21
	"Melanoma of the Skin"	"25010"	"California"	"06"	"2012"	"2012"	"White"	"2106-3"	932
	"Melanoma of the Skin"	"25010"	"California"	"06"	"2013"	"2013"	"Asian or Pacific Islander"	"A-PI"	16
	"Melanoma of the Skin"	"25010"	"California"	"06"	"2013"	"2013"	"White"	"2106-3"	904
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"1999"	"1999"	"White"	"2106-3"	93
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"2000"	"2000"	"White"	"2106-3"	121
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"2001"	"2001"	"White"	"2106-3"	119
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"2002"	"2002"	"White"	"2106-3"	104
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"2003"	"2003"	"White"	"2106-3"	104
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"2004"	"2004"	"White"	"2106-3"	122
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"2005"	"2005"	"White"	"2106-3"	119
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"2006"	"2006"	"White"	"2106-3"	128
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"2007"	"2007"	"White"	"2106-3"	160
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"2008"	"2008"	"White"	"2106-3"	165
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"2009"	"2009"	"White"	"2106-3"	169
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"2010"	"2010"	"White"	"2106-3"	178
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"2011"	"2011"	"White"	"2106-3"	153
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"2012"	"2012"	"White"	"2106-3"	133
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"2013"	"2013"	"White"	"2106-3"	167
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"1999"	"1999"	"White"	"2106-3"	86
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"2000"	"2000"	"White"	"2106-3"	95
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"2001"	"2001"	"White"	"2106-3"	109
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"2002"	"2002"	"White"	"2106-3"	94
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"2003"	"2003"	"White"	"2106-3"	100
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"2004"	"2004"	"White"	"2106-3"	124
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"2005"	"2005"	"White"	"2106-3"	122
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"2006"	"2006"	"White"	"2106-3"	100
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"2007"	"2007"	"White"	"2106-3"	99
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"2008"	"2008"	"White"	"2106-3"	93
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"2009"	"2009"	"White"	"2106-3"	102
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"2010"	"2010"	"White"	"2106-3"	118
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"2011"	"2011"	"White"	"2106-3"	112
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"2012"	"2012"	"White"	"2106-3"	95
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"2013"	"2013"	"White"	"2106-3"	98
	"Melanoma of the Skin"	"25010"	"Delaware"	"10"	"1999"	"1999"	"White"	"2106-3"	24
	"Melanoma of the Skin"	"25010"	"Delaware"	"10"	"2000"	"2000"	"White"	"2106-3"	21
	"Melanoma of the Skin"	"25010"	"Delaware"	"10"	"2001"	"2001"	"White"	"2106-3"	32
	"Melanoma of the Skin"	"25010"	"Delaware"	"10"	"2002"	"2002"	"White"	"2106-3"	23
	"Melanoma of the Skin"	"25010"	"Delaware"	"10"	"2003"	"2003"	"White"	"2106-3"	27
	"Melanoma of the Skin"	"25010"	"Delaware"	"10"	"2004"	"2004"	"White"	"2106-3"	26
	"Melanoma of the Skin"	"25010"	"Delaware"	"10"	"2005"	"2005"	"White"	"2106-3"	32
	"Melanoma of the Skin"	"25010"	"Delaware"	"10"	"2006"	"2006"	"White"	"2106-3"	22
	"Melanoma of the Skin"	"25010"	"Delaware"	"10"	"2007"	"2007"	"White"	"2106-3"	34
	"Melanoma of the Skin"	"25010"	"Delaware"	"10"	"2008"	"2008"	"White"	"2106-3"	23
	"Melanoma of the Skin"	"25010"	"Delaware"	"10"	"2009"	"2009"	"White"	"2106-3"	28
	"Melanoma of the Skin"	"25010"	"Delaware"	"10"	"2010"	"2010"	"White"	"2106-3"	27
	"Melanoma of the Skin"	"25010"	"Delaware"	"10"	"2011"	"2011"	"White"	"2106-3"	34
	"Melanoma of the Skin"	"25010"	"Delaware"	"10"	"2012"	"2012"	"White"	"2106-3"	32
	"Melanoma of the Skin"	"25010"	"Delaware"	"10"	"2013"	"2013"	"White"	"2106-3"	28
	"Melanoma of the Skin"	"25010"	"Florida"	"12"	"1999"	"1999"	"White"	"2106-3"	556
	"Melanoma of the Skin"	"25010"	"Florida"	"12"	"2000"	"2000"	"White"	"2106-3"	544
	"Melanoma of the Skin"	"25010"	"Florida"	"12"	"2001"	"2001"	"White"	"2106-3"	543
	"Melanoma of the Skin"	"25010"	"Florida"	"12"	"2002"	"2002"	"White"	"2106-3"	555
	"Melanoma of the Skin"	"25010"	"Florida"	"12"	"2003"	"2003"	"White"	"2106-3"	621
	"Melanoma of the Skin"	"25010"	"Florida"	"12"	"2004"	"2004"	"White"	"2106-3"	620
	"Melanoma of the Skin"	"25010"	"Florida"	"12"	"2005"	"2005"	"White"	"2106-3"	623
	"Melanoma of the Skin"	"25010"	"Florida"	"12"	"2006"	"2006"	"White"	"2106-3"	669
	"Melanoma of the Skin"	"25010"	"Florida"	"12"	"2007"	"2007"	"White"	"2106-3"	692
	"Melanoma of the Skin"	"25010"	"Florida"	"12"	"2008"	"2008"	"White"	"2106-3"	667
	"Melanoma of the Skin"	"25010"	"Florida"	"12"	"2009"	"2009"	"White"	"2106-3"	721
	"Melanoma of the Skin"	"25010"	"Florida"	"12"	"2010"	"2010"	"White"	"2106-3"	660
	"Melanoma of the Skin"	"25010"	"Florida"	"12"	"2011"	"2011"	"White"	"2106-3"	769
	"Melanoma of the Skin"	"25010"	"Florida"	"12"	"2012"	"2012"	"White"	"2106-3"	778
	"Melanoma of the Skin"	"25010"	"Florida"	"12"	"2013"	"2013"	"White"	"2106-3"	781
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"1999"	"1999"	"White"	"2106-3"	163
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"2000"	"2000"	"White"	"2106-3"	175
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"2001"	"2001"	"White"	"2106-3"	212
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"2002"	"2002"	"White"	"2106-3"	185
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"2003"	"2003"	"White"	"2106-3"	168
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"2004"	"2004"	"White"	"2106-3"	197
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"2005"	"2005"	"White"	"2106-3"	185
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"2006"	"2006"	"White"	"2106-3"	202
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"2007"	"2007"	"White"	"2106-3"	183
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"2008"	"2008"	"White"	"2106-3"	201
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"2009"	"2009"	"White"	"2106-3"	205
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"2010"	"2010"	"White"	"2106-3"	217
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"2011"	"2011"	"White"	"2106-3"	214
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"2012"	"2012"	"White"	"2106-3"	202
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"2013"	"2013"	"White"	"2106-3"	246
	"Melanoma of the Skin"	"25010"	"Hawaii"	"15"	"2001"	"2001"	"White"	"2106-3"	16
	"Melanoma of the Skin"	"25010"	"Hawaii"	"15"	"2003"	"2003"	"White"	"2106-3"	18
	"Melanoma of the Skin"	"25010"	"Hawaii"	"15"	"2004"	"2004"	"White"	"2106-3"	18
	"Melanoma of the Skin"	"25010"	"Hawaii"	"15"	"2006"	"2006"	"White"	"2106-3"	19
	"Melanoma of the Skin"	"25010"	"Hawaii"	"15"	"2009"	"2009"	"White"	"2106-3"	18
	"Melanoma of the Skin"	"25010"	"Hawaii"	"15"	"2010"	"2010"	"White"	"2106-3"	21
	"Melanoma of the Skin"	"25010"	"Hawaii"	"15"	"2012"	"2012"	"White"	"2106-3"	22
	"Melanoma of the Skin"	"25010"	"Hawaii"	"15"	"2013"	"2013"	"White"	"2106-3"	20
	"Melanoma of the Skin"	"25010"	"Idaho"	"16"	"1999"	"1999"	"White"	"2106-3"	33
	"Melanoma of the Skin"	"25010"	"Idaho"	"16"	"2000"	"2000"	"White"	"2106-3"	36
	"Melanoma of the Skin"	"25010"	"Idaho"	"16"	"2001"	"2001"	"White"	"2106-3"	39
	"Melanoma of the Skin"	"25010"	"Idaho"	"16"	"2002"	"2002"	"White"	"2106-3"	42
	"Melanoma of the Skin"	"25010"	"Idaho"	"16"	"2003"	"2003"	"White"	"2106-3"	45
	"Melanoma of the Skin"	"25010"	"Idaho"	"16"	"2004"	"2004"	"White"	"2106-3"	46
	"Melanoma of the Skin"	"25010"	"Idaho"	"16"	"2005"	"2005"	"White"	"2106-3"	47
	"Melanoma of the Skin"	"25010"	"Idaho"	"16"	"2006"	"2006"	"White"	"2106-3"	39
	"Melanoma of the Skin"	"25010"	"Idaho"	"16"	"2007"	"2007"	"White"	"2106-3"	44
	"Melanoma of the Skin"	"25010"	"Idaho"	"16"	"2008"	"2008"	"White"	"2106-3"	48
	"Melanoma of the Skin"	"25010"	"Idaho"	"16"	"2009"	"2009"	"White"	"2106-3"	57
	"Melanoma of the Skin"	"25010"	"Idaho"	"16"	"2010"	"2010"	"White"	"2106-3"	56
	"Melanoma of the Skin"	"25010"	"Idaho"	"16"	"2011"	"2011"	"White"	"2106-3"	57
	"Melanoma of the Skin"	"25010"	"Idaho"	"16"	"2012"	"2012"	"White"	"2106-3"	56
	"Melanoma of the Skin"	"25010"	"Idaho"	"16"	"2013"	"2013"	"White"	"2106-3"	66
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"1999"	"1999"	"White"	"2106-3"	276
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"2000"	"2000"	"White"	"2106-3"	273
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"2001"	"2001"	"White"	"2106-3"	254
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"2002"	"2002"	"White"	"2106-3"	296
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"2003"	"2003"	"White"	"2106-3"	277
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"2004"	"2004"	"White"	"2106-3"	327
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"2005"	"2005"	"White"	"2106-3"	326
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"2006"	"2006"	"White"	"2106-3"	319
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"2007"	"2007"	"White"	"2106-3"	332
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"2008"	"2008"	"White"	"2106-3"	290
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"2009"	"2009"	"White"	"2106-3"	350
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"2010"	"2010"	"White"	"2106-3"	303
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"2011"	"2011"	"White"	"2106-3"	314
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"2012"	"2012"	"White"	"2106-3"	346
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"2013"	"2013"	"White"	"2106-3"	369
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	"1999"	"1999"	"White"	"2106-3"	179
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	"2000"	"2000"	"White"	"2106-3"	190
