"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"MSA"	"MSA Code"	"Year"	"Year Code"	"Race"	"Race Code"	Deaths
	"Kidney and Renal Pelvis"	"29020"	" Knoxville, TN  "	"28940"	"2003"	"2003"	"White"	"2106-3"	18
	"Kidney and Renal Pelvis"	"29020"	" Knoxville, TN  "	"28940"	"2006"	"2006"	"White"	"2106-3"	16
	"Kidney and Renal Pelvis"	"29020"	" Knoxville, TN  "	"28940"	"2011"	"2011"	"White"	"2106-3"	16
	"Kidney and Renal Pelvis"	"29020"	" Knoxville, TN  "	"28940"	"2013"	"2013"	"White"	"2106-3"	20
	"Kidney and Renal Pelvis"	"29020"	" Lakeland-Winter Haven, FL  "	"29460"	"2008"	"2008"	"White"	"2106-3"	17
	"Kidney and Renal Pelvis"	"29020"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2003"	"2003"	"White"	"2106-3"	22
	"Kidney and Renal Pelvis"	"29020"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2004"	"2004"	"White"	"2106-3"	20
	"Kidney and Renal Pelvis"	"29020"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2006"	"2006"	"White"	"2106-3"	19
	"Kidney and Renal Pelvis"	"29020"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2007"	"2007"	"White"	"2106-3"	20
	"Kidney and Renal Pelvis"	"29020"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2008"	"2008"	"White"	"2106-3"	21
	"Kidney and Renal Pelvis"	"29020"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2009"	"2009"	"White"	"2106-3"	19
	"Kidney and Renal Pelvis"	"29020"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2010"	"2010"	"White"	"2106-3"	18
	"Kidney and Renal Pelvis"	"29020"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2011"	"2011"	"White"	"2106-3"	21
	"Kidney and Renal Pelvis"	"29020"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2012"	"2012"	"White"	"2106-3"	16
	"Kidney and Renal Pelvis"	"29020"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2013"	"2013"	"White"	"2106-3"	20
	"Kidney and Renal Pelvis"	"29020"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"1999"	"1999"	"Black or African American"	"2054-5"	19
	"Kidney and Renal Pelvis"	"29020"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"1999"	"1999"	"White"	"2106-3"	117
	"Kidney and Renal Pelvis"	"29020"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2000"	"2000"	"White"	"2106-3"	120
	"Kidney and Renal Pelvis"	"29020"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2001"	"2001"	"White"	"2106-3"	117
	"Kidney and Renal Pelvis"	"29020"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2002"	"2002"	"White"	"2106-3"	113
	"Kidney and Renal Pelvis"	"29020"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2003"	"2003"	"White"	"2106-3"	114
	"Kidney and Renal Pelvis"	"29020"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2004"	"2004"	"Black or African American"	"2054-5"	22
	"Kidney and Renal Pelvis"	"29020"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2004"	"2004"	"White"	"2106-3"	120
	"Kidney and Renal Pelvis"	"29020"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2005"	"2005"	"White"	"2106-3"	111
	"Kidney and Renal Pelvis"	"29020"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2006"	"2006"	"White"	"2106-3"	121
	"Kidney and Renal Pelvis"	"29020"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2007"	"2007"	"Asian or Pacific Islander"	"A-PI"	19
	"Kidney and Renal Pelvis"	"29020"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2007"	"2007"	"White"	"2106-3"	112
	"Kidney and Renal Pelvis"	"29020"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2008"	"2008"	"Asian or Pacific Islander"	"A-PI"	21
	"Kidney and Renal Pelvis"	"29020"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2008"	"2008"	"Black or African American"	"2054-5"	21
	"Kidney and Renal Pelvis"	"29020"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2008"	"2008"	"White"	"2106-3"	101
	"Kidney and Renal Pelvis"	"29020"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2009"	"2009"	"Asian or Pacific Islander"	"A-PI"	19
	"Kidney and Renal Pelvis"	"29020"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2009"	"2009"	"White"	"2106-3"	113
	"Kidney and Renal Pelvis"	"29020"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2010"	"2010"	"Asian or Pacific Islander"	"A-PI"	16
	"Kidney and Renal Pelvis"	"29020"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2010"	"2010"	"White"	"2106-3"	98
	"Kidney and Renal Pelvis"	"29020"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2011"	"2011"	"Asian or Pacific Islander"	"A-PI"	22
	"Kidney and Renal Pelvis"	"29020"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2011"	"2011"	"Black or African American"	"2054-5"	16
	"Kidney and Renal Pelvis"	"29020"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2011"	"2011"	"White"	"2106-3"	112
	"Kidney and Renal Pelvis"	"29020"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2012"	"2012"	"Asian or Pacific Islander"	"A-PI"	21
	"Kidney and Renal Pelvis"	"29020"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2012"	"2012"	"White"	"2106-3"	132
	"Kidney and Renal Pelvis"	"29020"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2013"	"2013"	"White"	"2106-3"	108
	"Kidney and Renal Pelvis"	"29020"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2000"	"2000"	"White"	"2106-3"	20
	"Kidney and Renal Pelvis"	"29020"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2001"	"2001"	"White"	"2106-3"	21
	"Kidney and Renal Pelvis"	"29020"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2002"	"2002"	"White"	"2106-3"	17
	"Kidney and Renal Pelvis"	"29020"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2003"	"2003"	"White"	"2106-3"	26
	"Kidney and Renal Pelvis"	"29020"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2004"	"2004"	"White"	"2106-3"	21
	"Kidney and Renal Pelvis"	"29020"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2005"	"2005"	"White"	"2106-3"	24
	"Kidney and Renal Pelvis"	"29020"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2006"	"2006"	"White"	"2106-3"	23
	"Kidney and Renal Pelvis"	"29020"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2009"	"2009"	"White"	"2106-3"	19
	"Kidney and Renal Pelvis"	"29020"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2010"	"2010"	"White"	"2106-3"	26
	"Kidney and Renal Pelvis"	"29020"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2011"	"2011"	"White"	"2106-3"	23
	"Kidney and Renal Pelvis"	"29020"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2012"	"2012"	"White"	"2106-3"	22
	"Kidney and Renal Pelvis"	"29020"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2013"	"2013"	"White"	"2106-3"	17
	"Kidney and Renal Pelvis"	"29020"	" Memphis, TN-MS-AR  "	"32820"	"2013"	"2013"	"White"	"2106-3"	20
	"Kidney and Renal Pelvis"	"29020"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"1999"	"1999"	"White"	"2106-3"	64
	"Kidney and Renal Pelvis"	"29020"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2000"	"2000"	"White"	"2106-3"	64
	"Kidney and Renal Pelvis"	"29020"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2001"	"2001"	"White"	"2106-3"	64
	"Kidney and Renal Pelvis"	"29020"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2002"	"2002"	"White"	"2106-3"	64
	"Kidney and Renal Pelvis"	"29020"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2003"	"2003"	"White"	"2106-3"	73
	"Kidney and Renal Pelvis"	"29020"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2004"	"2004"	"White"	"2106-3"	76
	"Kidney and Renal Pelvis"	"29020"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2005"	"2005"	"White"	"2106-3"	74
	"Kidney and Renal Pelvis"	"29020"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2006"	"2006"	"White"	"2106-3"	61
	"Kidney and Renal Pelvis"	"29020"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2007"	"2007"	"White"	"2106-3"	88
	"Kidney and Renal Pelvis"	"29020"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2008"	"2008"	"White"	"2106-3"	71
	"Kidney and Renal Pelvis"	"29020"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2009"	"2009"	"White"	"2106-3"	53
	"Kidney and Renal Pelvis"	"29020"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2010"	"2010"	"White"	"2106-3"	76
	"Kidney and Renal Pelvis"	"29020"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2011"	"2011"	"White"	"2106-3"	66
	"Kidney and Renal Pelvis"	"29020"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2012"	"2012"	"White"	"2106-3"	81
	"Kidney and Renal Pelvis"	"29020"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"2013"	"2013"	"White"	"2106-3"	66
	"Kidney and Renal Pelvis"	"29020"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"1999"	"1999"	"White"	"2106-3"	28
	"Kidney and Renal Pelvis"	"29020"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2000"	"2000"	"White"	"2106-3"	29
	"Kidney and Renal Pelvis"	"29020"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2001"	"2001"	"White"	"2106-3"	25
	"Kidney and Renal Pelvis"	"29020"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2002"	"2002"	"White"	"2106-3"	24
	"Kidney and Renal Pelvis"	"29020"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2003"	"2003"	"White"	"2106-3"	27
	"Kidney and Renal Pelvis"	"29020"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2004"	"2004"	"White"	"2106-3"	23
	"Kidney and Renal Pelvis"	"29020"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2005"	"2005"	"White"	"2106-3"	19
	"Kidney and Renal Pelvis"	"29020"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2006"	"2006"	"White"	"2106-3"	16
	"Kidney and Renal Pelvis"	"29020"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2007"	"2007"	"White"	"2106-3"	22
	"Kidney and Renal Pelvis"	"29020"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2008"	"2008"	"White"	"2106-3"	29
	"Kidney and Renal Pelvis"	"29020"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2010"	"2010"	"White"	"2106-3"	24
	"Kidney and Renal Pelvis"	"29020"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2011"	"2011"	"White"	"2106-3"	19
	"Kidney and Renal Pelvis"	"29020"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2012"	"2012"	"White"	"2106-3"	19
	"Kidney and Renal Pelvis"	"29020"	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"2013"	"2013"	"White"	"2106-3"	18
	"Kidney and Renal Pelvis"	"29020"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"1999"	"1999"	"White"	"2106-3"	34
	"Kidney and Renal Pelvis"	"29020"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2000"	"2000"	"White"	"2106-3"	55
	"Kidney and Renal Pelvis"	"29020"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2001"	"2001"	"White"	"2106-3"	39
	"Kidney and Renal Pelvis"	"29020"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2002"	"2002"	"White"	"2106-3"	39
	"Kidney and Renal Pelvis"	"29020"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2003"	"2003"	"White"	"2106-3"	36
	"Kidney and Renal Pelvis"	"29020"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2004"	"2004"	"White"	"2106-3"	41
	"Kidney and Renal Pelvis"	"29020"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2005"	"2005"	"White"	"2106-3"	36
	"Kidney and Renal Pelvis"	"29020"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2006"	"2006"	"White"	"2106-3"	42
	"Kidney and Renal Pelvis"	"29020"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2007"	"2007"	"White"	"2106-3"	50
	"Kidney and Renal Pelvis"	"29020"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2008"	"2008"	"White"	"2106-3"	33
	"Kidney and Renal Pelvis"	"29020"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2009"	"2009"	"White"	"2106-3"	43
	"Kidney and Renal Pelvis"	"29020"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2010"	"2010"	"White"	"2106-3"	47
	"Kidney and Renal Pelvis"	"29020"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2011"	"2011"	"White"	"2106-3"	41
	"Kidney and Renal Pelvis"	"29020"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2012"	"2012"	"White"	"2106-3"	44
	"Kidney and Renal Pelvis"	"29020"	" Minneapolis-St. Paul-Bloomington, MN-WI  "	"33460"	"2013"	"2013"	"White"	"2106-3"	45
	"Kidney and Renal Pelvis"	"29020"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2000"	"2000"	"White"	"2106-3"	16
	"Kidney and Renal Pelvis"	"29020"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2002"	"2002"	"White"	"2106-3"	23
	"Kidney and Renal Pelvis"	"29020"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2003"	"2003"	"White"	"2106-3"	23
	"Kidney and Renal Pelvis"	"29020"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2004"	"2004"	"White"	"2106-3"	16
	"Kidney and Renal Pelvis"	"29020"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2006"	"2006"	"White"	"2106-3"	21
	"Kidney and Renal Pelvis"	"29020"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2007"	"2007"	"White"	"2106-3"	21
	"Kidney and Renal Pelvis"	"29020"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2009"	"2009"	"White"	"2106-3"	24
	"Kidney and Renal Pelvis"	"29020"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2010"	"2010"	"White"	"2106-3"	21
	"Kidney and Renal Pelvis"	"29020"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2011"	"2011"	"White"	"2106-3"	17
	"Kidney and Renal Pelvis"	"29020"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2012"	"2012"	"White"	"2106-3"	24
	"Kidney and Renal Pelvis"	"29020"	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"2013"	"2013"	"White"	"2106-3"	20
	"Kidney and Renal Pelvis"	"29020"	" New Haven-Milford, CT  "	"35300"	"1999"	"1999"	"White"	"2106-3"	18
	"Kidney and Renal Pelvis"	"29020"	" New Haven-Milford, CT  "	"35300"	"2003"	"2003"	"White"	"2106-3"	16
	"Kidney and Renal Pelvis"	"29020"	" New Haven-Milford, CT  "	"35300"	"2004"	"2004"	"White"	"2106-3"	17
	"Kidney and Renal Pelvis"	"29020"	" New Haven-Milford, CT  "	"35300"	"2005"	"2005"	"White"	"2106-3"	17
	"Kidney and Renal Pelvis"	"29020"	" New Haven-Milford, CT  "	"35300"	"2007"	"2007"	"White"	"2106-3"	18
	"Kidney and Renal Pelvis"	"29020"	" New Haven-Milford, CT  "	"35300"	"2008"	"2008"	"White"	"2106-3"	20
	"Kidney and Renal Pelvis"	"29020"	" New Haven-Milford, CT  "	"35300"	"2010"	"2010"	"White"	"2106-3"	16
	"Kidney and Renal Pelvis"	"29020"	" New Haven-Milford, CT  "	"35300"	"2011"	"2011"	"White"	"2106-3"	23
	"Kidney and Renal Pelvis"	"29020"	" New Orleans-Metairie, LA  "	"35380"	"2000"	"2000"	"White"	"2106-3"	19
	"Kidney and Renal Pelvis"	"29020"	" New Orleans-Metairie, LA  "	"35380"	"2001"	"2001"	"White"	"2106-3"	20
	"Kidney and Renal Pelvis"	"29020"	" New Orleans-Metairie, LA  "	"35380"	"2002"	"2002"	"White"	"2106-3"	18
	"Kidney and Renal Pelvis"	"29020"	" New Orleans-Metairie, LA  "	"35380"	"2003"	"2003"	"White"	"2106-3"	21
	"Kidney and Renal Pelvis"	"29020"	" New Orleans-Metairie, LA  "	"35380"	"2008"	"2008"	"White"	"2106-3"	20
	"Kidney and Renal Pelvis"	"29020"	" New Orleans-Metairie, LA  "	"35380"	"2009"	"2009"	"White"	"2106-3"	19
	"Kidney and Renal Pelvis"	"29020"	" New Orleans-Metairie, LA  "	"35380"	"2010"	"2010"	"White"	"2106-3"	24
	"Kidney and Renal Pelvis"	"29020"	" New Orleans-Metairie, LA  "	"35380"	"2013"	"2013"	"White"	"2106-3"	18
	"Kidney and Renal Pelvis"	"29020"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"1999"	"1999"	"Black or African American"	"2054-5"	29
	"Kidney and Renal Pelvis"	"29020"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"1999"	"1999"	"White"	"2106-3"	217
	"Kidney and Renal Pelvis"	"29020"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2000"	"2000"	"Black or African American"	"2054-5"	37
	"Kidney and Renal Pelvis"	"29020"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2000"	"2000"	"White"	"2106-3"	209
	"Kidney and Renal Pelvis"	"29020"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2001"	"2001"	"Black or African American"	"2054-5"	38
	"Kidney and Renal Pelvis"	"29020"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2001"	"2001"	"White"	"2106-3"	241
	"Kidney and Renal Pelvis"	"29020"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2002"	"2002"	"Black or African American"	"2054-5"	29
	"Kidney and Renal Pelvis"	"29020"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2002"	"2002"	"White"	"2106-3"	226
	"Kidney and Renal Pelvis"	"29020"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2003"	"2003"	"Black or African American"	"2054-5"	25
	"Kidney and Renal Pelvis"	"29020"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2003"	"2003"	"White"	"2106-3"	232
	"Kidney and Renal Pelvis"	"29020"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2004"	"2004"	"Black or African American"	"2054-5"	35
	"Kidney and Renal Pelvis"	"29020"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2004"	"2004"	"White"	"2106-3"	217
	"Kidney and Renal Pelvis"	"29020"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2005"	"2005"	"Black or African American"	"2054-5"	31
	"Kidney and Renal Pelvis"	"29020"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2005"	"2005"	"White"	"2106-3"	203
	"Kidney and Renal Pelvis"	"29020"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2006"	"2006"	"Black or African American"	"2054-5"	43
	"Kidney and Renal Pelvis"	"29020"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2006"	"2006"	"White"	"2106-3"	205
	"Kidney and Renal Pelvis"	"29020"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2007"	"2007"	"Black or African American"	"2054-5"	27
	"Kidney and Renal Pelvis"	"29020"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2007"	"2007"	"White"	"2106-3"	201
	"Kidney and Renal Pelvis"	"29020"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2008"	"2008"	"Black or African American"	"2054-5"	37
	"Kidney and Renal Pelvis"	"29020"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2008"	"2008"	"White"	"2106-3"	197
	"Kidney and Renal Pelvis"	"29020"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2009"	"2009"	"Black or African American"	"2054-5"	28
	"Kidney and Renal Pelvis"	"29020"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2009"	"2009"	"White"	"2106-3"	220
	"Kidney and Renal Pelvis"	"29020"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2010"	"2010"	"Black or African American"	"2054-5"	35
	"Kidney and Renal Pelvis"	"29020"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2010"	"2010"	"White"	"2106-3"	203
	"Kidney and Renal Pelvis"	"29020"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2011"	"2011"	"Black or African American"	"2054-5"	39
	"Kidney and Renal Pelvis"	"29020"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2011"	"2011"	"White"	"2106-3"	182
	"Kidney and Renal Pelvis"	"29020"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2012"	"2012"	"Black or African American"	"2054-5"	31
	"Kidney and Renal Pelvis"	"29020"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2012"	"2012"	"White"	"2106-3"	194
	"Kidney and Renal Pelvis"	"29020"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2013"	"2013"	"Black or African American"	"2054-5"	30
	"Kidney and Renal Pelvis"	"29020"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2013"	"2013"	"White"	"2106-3"	183
	"Kidney and Renal Pelvis"	"29020"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2007"	"2007"	"White"	"2106-3"	16
	"Kidney and Renal Pelvis"	"29020"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2009"	"2009"	"White"	"2106-3"	18
	"Kidney and Renal Pelvis"	"29020"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2010"	"2010"	"White"	"2106-3"	16
	"Kidney and Renal Pelvis"	"29020"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2011"	"2011"	"White"	"2106-3"	17
	"Kidney and Renal Pelvis"	"29020"	" North Port-Sarasota-Bradenton, FL  "	"35840"	"2012"	"2012"	"White"	"2106-3"	16
	"Kidney and Renal Pelvis"	"29020"	" Oklahoma City, OK  "	"36420"	"1999"	"1999"	"White"	"2106-3"	19
	"Kidney and Renal Pelvis"	"29020"	" Oklahoma City, OK  "	"36420"	"2000"	"2000"	"White"	"2106-3"	20
	"Kidney and Renal Pelvis"	"29020"	" Oklahoma City, OK  "	"36420"	"2001"	"2001"	"White"	"2106-3"	17
	"Kidney and Renal Pelvis"	"29020"	" Oklahoma City, OK  "	"36420"	"2002"	"2002"	"White"	"2106-3"	20
	"Kidney and Renal Pelvis"	"29020"	" Oklahoma City, OK  "	"36420"	"2004"	"2004"	"White"	"2106-3"	17
	"Kidney and Renal Pelvis"	"29020"	" Oklahoma City, OK  "	"36420"	"2006"	"2006"	"White"	"2106-3"	26
	"Kidney and Renal Pelvis"	"29020"	" Oklahoma City, OK  "	"36420"	"2007"	"2007"	"White"	"2106-3"	19
	"Kidney and Renal Pelvis"	"29020"	" Oklahoma City, OK  "	"36420"	"2009"	"2009"	"White"	"2106-3"	18
	"Kidney and Renal Pelvis"	"29020"	" Oklahoma City, OK  "	"36420"	"2011"	"2011"	"White"	"2106-3"	24
	"Kidney and Renal Pelvis"	"29020"	" Oklahoma City, OK  "	"36420"	"2012"	"2012"	"White"	"2106-3"	25
	"Kidney and Renal Pelvis"	"29020"	" Oklahoma City, OK  "	"36420"	"2013"	"2013"	"White"	"2106-3"	25
	"Kidney and Renal Pelvis"	"29020"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2002"	"2002"	"White"	"2106-3"	19
	"Kidney and Renal Pelvis"	"29020"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2007"	"2007"	"White"	"2106-3"	17
	"Kidney and Renal Pelvis"	"29020"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2009"	"2009"	"White"	"2106-3"	16
	"Kidney and Renal Pelvis"	"29020"	" Omaha-Council Bluffs, NE-IA  "	"36540"	"2013"	"2013"	"White"	"2106-3"	17
	"Kidney and Renal Pelvis"	"29020"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"1999"	"1999"	"White"	"2106-3"	20
	"Kidney and Renal Pelvis"	"29020"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2000"	"2000"	"White"	"2106-3"	20
	"Kidney and Renal Pelvis"	"29020"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2003"	"2003"	"White"	"2106-3"	31
	"Kidney and Renal Pelvis"	"29020"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2005"	"2005"	"White"	"2106-3"	17
	"Kidney and Renal Pelvis"	"29020"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2006"	"2006"	"White"	"2106-3"	20
	"Kidney and Renal Pelvis"	"29020"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2007"	"2007"	"White"	"2106-3"	20
	"Kidney and Renal Pelvis"	"29020"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2008"	"2008"	"White"	"2106-3"	24
	"Kidney and Renal Pelvis"	"29020"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2009"	"2009"	"White"	"2106-3"	37
	"Kidney and Renal Pelvis"	"29020"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2010"	"2010"	"White"	"2106-3"	30
	"Kidney and Renal Pelvis"	"29020"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2011"	"2011"	"White"	"2106-3"	27
	"Kidney and Renal Pelvis"	"29020"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2012"	"2012"	"White"	"2106-3"	18
	"Kidney and Renal Pelvis"	"29020"	" Orlando-Kissimmee-Sanford, FL  "	"36740"	"2013"	"2013"	"White"	"2106-3"	30
	"Kidney and Renal Pelvis"	"29020"	" Oxnard-Thousand Oaks-Ventura, CA  "	"37100"	"2000"	"2000"	"White"	"2106-3"	16
