"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Sex"	"Sex Code"	"MSA"	"MSA Code"	"Year"	"Year Code"	Count
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2000"	"2000"	81
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2001"	"2001"	72
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2002"	"2002"	87
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2003"	"2003"	77
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2004"	"2004"	100
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2005"	"2005"	84
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2006"	"2006"	89
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2007"	"2007"	88
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2008"	"2008"	91
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2009"	"2009"	107
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2010"	"2010"	122
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2011"	"2011"	115
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2012"	"2012"	109
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"2013"	"2013"	102
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Chattanooga, TN-GA  "	"16860"	"2003"	"2003"	25
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Chattanooga, TN-GA  "	"16860"	"2004"	"2004"	21
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Chattanooga, TN-GA  "	"16860"	"2005"	"2005"	25
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Chattanooga, TN-GA  "	"16860"	"2006"	"2006"	35
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Chattanooga, TN-GA  "	"16860"	"2007"	"2007"	24
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Chattanooga, TN-GA  "	"16860"	"2008"	"2008"	34
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Chattanooga, TN-GA  "	"16860"	"2009"	"2009"	28
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Chattanooga, TN-GA  "	"16860"	"2010"	"2010"	28
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Chattanooga, TN-GA  "	"16860"	"2011"	"2011"	21
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Chattanooga, TN-GA  "	"16860"	"2012"	"2012"	33
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Chattanooga, TN-GA  "	"16860"	"2013"	"2013"	27
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"1999"	"1999"	523
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2000"	"2000"	526
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2001"	"2001"	510
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2002"	"2002"	487
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2003"	"2003"	539
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2004"	"2004"	499
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2005"	"2005"	557
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2006"	"2006"	534
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2007"	"2007"	517
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2008"	"2008"	564
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2009"	"2009"	523
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2010"	"2010"	513
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2011"	"2011"	532
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2012"	"2012"	512
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2013"	"2013"	536
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Cincinnati, OH-KY-IN  "	"17140"	"1999"	"1999"	128
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Cincinnati, OH-KY-IN  "	"17140"	"2000"	"2000"	101
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Cincinnati, OH-KY-IN  "	"17140"	"2001"	"2001"	106
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Cincinnati, OH-KY-IN  "	"17140"	"2002"	"2002"	110
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Cincinnati, OH-KY-IN  "	"17140"	"2003"	"2003"	103
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Cincinnati, OH-KY-IN  "	"17140"	"2004"	"2004"	105
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Cincinnati, OH-KY-IN  "	"17140"	"2005"	"2005"	118
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Cincinnati, OH-KY-IN  "	"17140"	"2006"	"2006"	104
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Cincinnati, OH-KY-IN  "	"17140"	"2007"	"2007"	126
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Cincinnati, OH-KY-IN  "	"17140"	"2008"	"2008"	112
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Cincinnati, OH-KY-IN  "	"17140"	"2009"	"2009"	122
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Cincinnati, OH-KY-IN  "	"17140"	"2010"	"2010"	123
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Cincinnati, OH-KY-IN  "	"17140"	"2011"	"2011"	102
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Cincinnati, OH-KY-IN  "	"17140"	"2012"	"2012"	113
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Cincinnati, OH-KY-IN  "	"17140"	"2013"	"2013"	126
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Cleveland-Elyria, OH  "	"17460"	"1999"	"1999"	153
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Cleveland-Elyria, OH  "	"17460"	"2000"	"2000"	157
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Cleveland-Elyria, OH  "	"17460"	"2001"	"2001"	159
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Cleveland-Elyria, OH  "	"17460"	"2002"	"2002"	143
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Cleveland-Elyria, OH  "	"17460"	"2003"	"2003"	133
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Cleveland-Elyria, OH  "	"17460"	"2004"	"2004"	152
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Cleveland-Elyria, OH  "	"17460"	"2005"	"2005"	178
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Cleveland-Elyria, OH  "	"17460"	"2006"	"2006"	154
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Cleveland-Elyria, OH  "	"17460"	"2007"	"2007"	136
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Cleveland-Elyria, OH  "	"17460"	"2008"	"2008"	181
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Cleveland-Elyria, OH  "	"17460"	"2009"	"2009"	174
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Cleveland-Elyria, OH  "	"17460"	"2010"	"2010"	156
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Cleveland-Elyria, OH  "	"17460"	"2011"	"2011"	155
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Cleveland-Elyria, OH  "	"17460"	"2012"	"2012"	137
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Cleveland-Elyria, OH  "	"17460"	"2013"	"2013"	152
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Colorado Springs, CO  "	"17820"	"1999"	"1999"	27
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Colorado Springs, CO  "	"17820"	"2000"	"2000"	28
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Colorado Springs, CO  "	"17820"	"2002"	"2002"	34
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Colorado Springs, CO  "	"17820"	"2003"	"2003"	27
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Colorado Springs, CO  "	"17820"	"2005"	"2005"	26
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Colorado Springs, CO  "	"17820"	"2006"	"2006"	30
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Colorado Springs, CO  "	"17820"	"2007"	"2007"	29
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Colorado Springs, CO  "	"17820"	"2008"	"2008"	33
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Colorado Springs, CO  "	"17820"	"2009"	"2009"	34
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Colorado Springs, CO  "	"17820"	"2010"	"2010"	28
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Colorado Springs, CO  "	"17820"	"2011"	"2011"	25
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Colorado Springs, CO  "	"17820"	"2012"	"2012"	32
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Colorado Springs, CO  "	"17820"	"2013"	"2013"	31
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Columbia, SC  "	"17900"	"1999"	"1999"	30
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Columbia, SC  "	"17900"	"2000"	"2000"	18
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Columbia, SC  "	"17900"	"2001"	"2001"	20
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Columbia, SC  "	"17900"	"2002"	"2002"	32
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Columbia, SC  "	"17900"	"2003"	"2003"	32
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Columbia, SC  "	"17900"	"2004"	"2004"	26
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Columbia, SC  "	"17900"	"2005"	"2005"	26
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Columbia, SC  "	"17900"	"2006"	"2006"	26
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Columbia, SC  "	"17900"	"2007"	"2007"	42
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Columbia, SC  "	"17900"	"2008"	"2008"	39
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Columbia, SC  "	"17900"	"2009"	"2009"	32
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Columbia, SC  "	"17900"	"2010"	"2010"	41
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Columbia, SC  "	"17900"	"2011"	"2011"	41
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Columbia, SC  "	"17900"	"2012"	"2012"	37
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Columbia, SC  "	"17900"	"2013"	"2013"	29
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Columbus, OH  "	"18140"	"1999"	"1999"	78
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Columbus, OH  "	"18140"	"2000"	"2000"	91
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Columbus, OH  "	"18140"	"2001"	"2001"	73
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Columbus, OH  "	"18140"	"2002"	"2002"	100
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Columbus, OH  "	"18140"	"2003"	"2003"	75
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Columbus, OH  "	"18140"	"2004"	"2004"	79
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Columbus, OH  "	"18140"	"2005"	"2005"	77
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Columbus, OH  "	"18140"	"2006"	"2006"	86
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Columbus, OH  "	"18140"	"2007"	"2007"	67
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Columbus, OH  "	"18140"	"2008"	"2008"	86
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Columbus, OH  "	"18140"	"2009"	"2009"	94
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Columbus, OH  "	"18140"	"2010"	"2010"	69
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Columbus, OH  "	"18140"	"2011"	"2011"	88
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Columbus, OH  "	"18140"	"2012"	"2012"	100
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Columbus, OH  "	"18140"	"2013"	"2013"	77
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"1999"	"1999"	154
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2000"	"2000"	162
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2001"	"2001"	197
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2002"	"2002"	180
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2003"	"2003"	189
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2004"	"2004"	192
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2005"	"2005"	187
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2006"	"2006"	191
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2007"	"2007"	198
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2008"	"2008"	204
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2009"	"2009"	200
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2010"	"2010"	229
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2011"	"2011"	213
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2012"	"2012"	227
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2013"	"2013"	218
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Dayton, OH  "	"19380"	"1999"	"1999"	55
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Dayton, OH  "	"19380"	"2000"	"2000"	49
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Dayton, OH  "	"19380"	"2001"	"2001"	52
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Dayton, OH  "	"19380"	"2002"	"2002"	45
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Dayton, OH  "	"19380"	"2003"	"2003"	40
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Dayton, OH  "	"19380"	"2004"	"2004"	42
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Dayton, OH  "	"19380"	"2005"	"2005"	48
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Dayton, OH  "	"19380"	"2006"	"2006"	60
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Dayton, OH  "	"19380"	"2007"	"2007"	43
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Dayton, OH  "	"19380"	"2008"	"2008"	74
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Dayton, OH  "	"19380"	"2009"	"2009"	48
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Dayton, OH  "	"19380"	"2010"	"2010"	54
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Dayton, OH  "	"19380"	"2011"	"2011"	49
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Dayton, OH  "	"19380"	"2012"	"2012"	55
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Dayton, OH  "	"19380"	"2013"	"2013"	52
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"1999"	"1999"	52
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2000"	"2000"	44
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2001"	"2001"	52
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2002"	"2002"	50
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2003"	"2003"	47
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2004"	"2004"	53
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2005"	"2005"	47
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2006"	"2006"	49
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2007"	"2007"	36
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2008"	"2008"	44
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2009"	"2009"	51
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2010"	"2010"	48
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2011"	"2011"	53
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2012"	"2012"	40
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2013"	"2013"	35
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2002"	"2002"	87
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2003"	"2003"	88
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2004"	"2004"	92
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2005"	"2005"	86
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2006"	"2006"	98
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2007"	"2007"	97
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2008"	"2008"	94
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2009"	"2009"	98
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2010"	"2010"	113
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2011"	"2011"	103
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2012"	"2012"	113
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2013"	"2013"	128
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Des Moines-West Des Moines, IA  "	"19780"	"1999"	"1999"	21
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Des Moines-West Des Moines, IA  "	"19780"	"2000"	"2000"	20
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Des Moines-West Des Moines, IA  "	"19780"	"2001"	"2001"	18
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Des Moines-West Des Moines, IA  "	"19780"	"2002"	"2002"	28
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Des Moines-West Des Moines, IA  "	"19780"	"2003"	"2003"	29
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Des Moines-West Des Moines, IA  "	"19780"	"2004"	"2004"	28
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Des Moines-West Des Moines, IA  "	"19780"	"2005"	"2005"	26
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Des Moines-West Des Moines, IA  "	"19780"	"2006"	"2006"	22
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Des Moines-West Des Moines, IA  "	"19780"	"2007"	"2007"	22
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Des Moines-West Des Moines, IA  "	"19780"	"2008"	"2008"	30
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Des Moines-West Des Moines, IA  "	"19780"	"2009"	"2009"	22
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Des Moines-West Des Moines, IA  "	"19780"	"2010"	"2010"	26
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Des Moines-West Des Moines, IA  "	"19780"	"2011"	"2011"	16
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Des Moines-West Des Moines, IA  "	"19780"	"2012"	"2012"	34
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Des Moines-West Des Moines, IA  "	"19780"	"2013"	"2013"	34
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Detroit-Warren-Dearborn, MI  "	"19820"	"1999"	"1999"	279
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2000"	"2000"	300
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2001"	"2001"	278
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2002"	"2002"	268
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2003"	"2003"	267
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2004"	"2004"	259
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2005"	"2005"	322
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2006"	"2006"	298
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2007"	"2007"	317
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2008"	"2008"	291
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2009"	"2009"	271
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2010"	"2010"	297
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2011"	"2011"	279
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2012"	"2012"	309
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2013"	"2013"	322
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Durham-Chapel Hill, NC  "	"20500"	"2000"	"2000"	22
	"Urinary Bladder invasive and in situ"	"29010"	"Female"	"F"	" Durham-Chapel Hill, NC  "	"20500"	"2004"	"2004"	23
