"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"MSA"	"MSA Code"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	Deaths
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2009"	"2009"	"50-54 years"	"50-54"	42
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2009"	"2009"	"55-59 years"	"55-59"	65
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2009"	"2009"	"60-64 years "	"60-64"	97
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2009"	"2009"	"65-69 years"	"65-69"	122
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2009"	"2009"	"70-74 years"	"70-74"	128
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2009"	"2009"	"75-79 years"	"75-79"	124
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2009"	"2009"	"80-84 years"	"80-84"	110
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2009"	"2009"	"85+ years"	"85+"	95
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2010"	"2010"	"45-49 years"	"45-49"	21
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2010"	"2010"	"50-54 years"	"50-54"	48
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2010"	"2010"	"55-59 years"	"55-59"	80
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2010"	"2010"	"60-64 years "	"60-64"	99
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2010"	"2010"	"65-69 years"	"65-69"	123
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2010"	"2010"	"70-74 years"	"70-74"	123
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2010"	"2010"	"75-79 years"	"75-79"	135
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2010"	"2010"	"80-84 years"	"80-84"	107
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2010"	"2010"	"85+ years"	"85+"	91
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2011"	"2011"	"45-49 years"	"45-49"	25
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2011"	"2011"	"50-54 years"	"50-54"	52
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2011"	"2011"	"55-59 years"	"55-59"	67
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2011"	"2011"	"60-64 years "	"60-64"	95
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2011"	"2011"	"65-69 years"	"65-69"	127
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2011"	"2011"	"70-74 years"	"70-74"	132
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2011"	"2011"	"75-79 years"	"75-79"	132
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2011"	"2011"	"80-84 years"	"80-84"	101
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2011"	"2011"	"85+ years"	"85+"	120
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2012"	"2012"	"45-49 years"	"45-49"	23
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2012"	"2012"	"50-54 years"	"50-54"	49
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2012"	"2012"	"55-59 years"	"55-59"	99
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2012"	"2012"	"60-64 years "	"60-64"	94
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2012"	"2012"	"65-69 years"	"65-69"	116
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2012"	"2012"	"70-74 years"	"70-74"	151
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2012"	"2012"	"75-79 years"	"75-79"	127
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2012"	"2012"	"80-84 years"	"80-84"	114
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2012"	"2012"	"85+ years"	"85+"	123
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2013"	"2013"	"45-49 years"	"45-49"	21
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2013"	"2013"	"50-54 years"	"50-54"	43
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2013"	"2013"	"55-59 years"	"55-59"	82
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2013"	"2013"	"60-64 years "	"60-64"	102
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2013"	"2013"	"65-69 years"	"65-69"	155
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2013"	"2013"	"70-74 years"	"70-74"	141
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2013"	"2013"	"75-79 years"	"75-79"	124
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2013"	"2013"	"80-84 years"	"80-84"	115
	"Lung and Bronchus"	"22030"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2013"	"2013"	"85+ years"	"85+"	95
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"1999"	"1999"	"50-54 years"	"50-54"	20
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"1999"	"1999"	"55-59 years"	"55-59"	38
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"1999"	"1999"	"60-64 years "	"60-64"	61
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"1999"	"1999"	"65-69 years"	"65-69"	81
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"1999"	"1999"	"70-74 years"	"70-74"	81
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"1999"	"1999"	"75-79 years"	"75-79"	83
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"1999"	"1999"	"80-84 years"	"80-84"	45
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"1999"	"1999"	"85+ years"	"85+"	46
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2000"	"2000"	"50-54 years"	"50-54"	23
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2000"	"2000"	"55-59 years"	"55-59"	26
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2000"	"2000"	"60-64 years "	"60-64"	49
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2000"	"2000"	"65-69 years"	"65-69"	57
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2000"	"2000"	"70-74 years"	"70-74"	79
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2000"	"2000"	"75-79 years"	"75-79"	77
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2000"	"2000"	"80-84 years"	"80-84"	41
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2000"	"2000"	"85+ years"	"85+"	51
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2001"	"2001"	"50-54 years"	"50-54"	22
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2001"	"2001"	"55-59 years"	"55-59"	34
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2001"	"2001"	"60-64 years "	"60-64"	53
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2001"	"2001"	"65-69 years"	"65-69"	56
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2001"	"2001"	"70-74 years"	"70-74"	95
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2001"	"2001"	"75-79 years"	"75-79"	84
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2001"	"2001"	"80-84 years"	"80-84"	63
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2001"	"2001"	"85+ years"	"85+"	32
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2002"	"2002"	"50-54 years"	"50-54"	24
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2002"	"2002"	"55-59 years"	"55-59"	30
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2002"	"2002"	"60-64 years "	"60-64"	55
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2002"	"2002"	"65-69 years"	"65-69"	67
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2002"	"2002"	"70-74 years"	"70-74"	78
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2002"	"2002"	"75-79 years"	"75-79"	90
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2002"	"2002"	"80-84 years"	"80-84"	54
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2002"	"2002"	"85+ years"	"85+"	38
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2003"	"2003"	"45-49 years"	"45-49"	23
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2003"	"2003"	"50-54 years"	"50-54"	25
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2003"	"2003"	"55-59 years"	"55-59"	49
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2003"	"2003"	"60-64 years "	"60-64"	61
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2003"	"2003"	"65-69 years"	"65-69"	64
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2003"	"2003"	"70-74 years"	"70-74"	101
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2003"	"2003"	"75-79 years"	"75-79"	84
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2003"	"2003"	"80-84 years"	"80-84"	63
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2003"	"2003"	"85+ years"	"85+"	45
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2004"	"2004"	"50-54 years"	"50-54"	18
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2004"	"2004"	"55-59 years"	"55-59"	27
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2004"	"2004"	"60-64 years "	"60-64"	64
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2004"	"2004"	"65-69 years"	"65-69"	75
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2004"	"2004"	"70-74 years"	"70-74"	84
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2004"	"2004"	"75-79 years"	"75-79"	89
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2004"	"2004"	"80-84 years"	"80-84"	53
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2004"	"2004"	"85+ years"	"85+"	53
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2005"	"2005"	"45-49 years"	"45-49"	16
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2005"	"2005"	"50-54 years"	"50-54"	25
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2005"	"2005"	"55-59 years"	"55-59"	30
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2005"	"2005"	"60-64 years "	"60-64"	42
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2005"	"2005"	"65-69 years"	"65-69"	69
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2005"	"2005"	"70-74 years"	"70-74"	80
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2005"	"2005"	"75-79 years"	"75-79"	88
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2005"	"2005"	"80-84 years"	"80-84"	62
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2005"	"2005"	"85+ years"	"85+"	41
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2006"	"2006"	"45-49 years"	"45-49"	17
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2006"	"2006"	"50-54 years"	"50-54"	25
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2006"	"2006"	"55-59 years"	"55-59"	35
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2006"	"2006"	"60-64 years "	"60-64"	51
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2006"	"2006"	"65-69 years"	"65-69"	72
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2006"	"2006"	"70-74 years"	"70-74"	61
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2006"	"2006"	"75-79 years"	"75-79"	75
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2006"	"2006"	"80-84 years"	"80-84"	64
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2006"	"2006"	"85+ years"	"85+"	40
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2007"	"2007"	"50-54 years"	"50-54"	18
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2007"	"2007"	"55-59 years"	"55-59"	31
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2007"	"2007"	"60-64 years "	"60-64"	50
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2007"	"2007"	"65-69 years"	"65-69"	67
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2007"	"2007"	"70-74 years"	"70-74"	71
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2007"	"2007"	"75-79 years"	"75-79"	89
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2007"	"2007"	"80-84 years"	"80-84"	42
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2007"	"2007"	"85+ years"	"85+"	51
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2008"	"2008"	"45-49 years"	"45-49"	21
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2008"	"2008"	"50-54 years"	"50-54"	30
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2008"	"2008"	"55-59 years"	"55-59"	43
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2008"	"2008"	"60-64 years "	"60-64"	49
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2008"	"2008"	"65-69 years"	"65-69"	75
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2008"	"2008"	"70-74 years"	"70-74"	76
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2008"	"2008"	"75-79 years"	"75-79"	80
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2008"	"2008"	"80-84 years"	"80-84"	73
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2008"	"2008"	"85+ years"	"85+"	46
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2009"	"2009"	"50-54 years"	"50-54"	30
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2009"	"2009"	"55-59 years"	"55-59"	31
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2009"	"2009"	"60-64 years "	"60-64"	50
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2009"	"2009"	"65-69 years"	"65-69"	62
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2009"	"2009"	"70-74 years"	"70-74"	73
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2009"	"2009"	"75-79 years"	"75-79"	72
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2009"	"2009"	"80-84 years"	"80-84"	74
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2009"	"2009"	"85+ years"	"85+"	59
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2010"	"2010"	"45-49 years"	"45-49"	21
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2010"	"2010"	"50-54 years"	"50-54"	32
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2010"	"2010"	"55-59 years"	"55-59"	30
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2010"	"2010"	"60-64 years "	"60-64"	58
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2010"	"2010"	"65-69 years"	"65-69"	66
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2010"	"2010"	"70-74 years"	"70-74"	72
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2010"	"2010"	"75-79 years"	"75-79"	64
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2010"	"2010"	"80-84 years"	"80-84"	74
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2010"	"2010"	"85+ years"	"85+"	63
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2011"	"2011"	"45-49 years"	"45-49"	18
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2011"	"2011"	"50-54 years"	"50-54"	23
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2011"	"2011"	"55-59 years"	"55-59"	34
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2011"	"2011"	"60-64 years "	"60-64"	61
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2011"	"2011"	"65-69 years"	"65-69"	64
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2011"	"2011"	"70-74 years"	"70-74"	61
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2011"	"2011"	"75-79 years"	"75-79"	68
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2011"	"2011"	"80-84 years"	"80-84"	65
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2011"	"2011"	"85+ years"	"85+"	63
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2012"	"2012"	"50-54 years"	"50-54"	34
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2012"	"2012"	"55-59 years"	"55-59"	34
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2012"	"2012"	"60-64 years "	"60-64"	55
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2012"	"2012"	"65-69 years"	"65-69"	58
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2012"	"2012"	"70-74 years"	"70-74"	83
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2012"	"2012"	"75-79 years"	"75-79"	88
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2012"	"2012"	"80-84 years"	"80-84"	61
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2012"	"2012"	"85+ years"	"85+"	71
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2013"	"2013"	"45-49 years"	"45-49"	16
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2013"	"2013"	"50-54 years"	"50-54"	29
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2013"	"2013"	"55-59 years"	"55-59"	38
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2013"	"2013"	"60-64 years "	"60-64"	55
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2013"	"2013"	"65-69 years"	"65-69"	69
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2013"	"2013"	"70-74 years"	"70-74"	70
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2013"	"2013"	"75-79 years"	"75-79"	69
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2013"	"2013"	"80-84 years"	"80-84"	62
	"Lung and Bronchus"	"22030"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2013"	"2013"	"85+ years"	"85+"	57
	"Lung and Bronchus"	"22030"	" Jackson, MS  "	"27140"	"1999"	"1999"	"70-74 years"	"70-74"	25
	"Lung and Bronchus"	"22030"	" Jackson, MS  "	"27140"	"2000"	"2000"	"70-74 years"	"70-74"	19
	"Lung and Bronchus"	"22030"	" Jackson, MS  "	"27140"	"2000"	"2000"	"75-79 years"	"75-79"	19
	"Lung and Bronchus"	"22030"	" Jackson, MS  "	"27140"	"2001"	"2001"	"60-64 years "	"60-64"	16
	"Lung and Bronchus"	"22030"	" Jackson, MS  "	"27140"	"2001"	"2001"	"70-74 years"	"70-74"	21
	"Lung and Bronchus"	"22030"	" Jackson, MS  "	"27140"	"2001"	"2001"	"75-79 years"	"75-79"	22
	"Lung and Bronchus"	"22030"	" Jackson, MS  "	"27140"	"2002"	"2002"	"65-69 years"	"65-69"	19
	"Lung and Bronchus"	"22030"	" Jackson, MS  "	"27140"	"2002"	"2002"	"70-74 years"	"70-74"	26
	"Lung and Bronchus"	"22030"	" Jackson, MS  "	"27140"	"2003"	"2003"	"70-74 years"	"70-74"	16
	"Lung and Bronchus"	"22030"	" Jackson, MS  "	"27140"	"2003"	"2003"	"75-79 years"	"75-79"	19
	"Lung and Bronchus"	"22030"	" Jackson, MS  "	"27140"	"2003"	"2003"	"80-84 years"	"80-84"	17
	"Lung and Bronchus"	"22030"	" Jackson, MS  "	"27140"	"2004"	"2004"	"65-69 years"	"65-69"	19
	"Lung and Bronchus"	"22030"	" Jackson, MS  "	"27140"	"2004"	"2004"	"70-74 years"	"70-74"	16
	"Lung and Bronchus"	"22030"	" Jackson, MS  "	"27140"	"2004"	"2004"	"80-84 years"	"80-84"	17
	"Lung and Bronchus"	"22030"	" Jackson, MS  "	"27140"	"2004"	"2004"	"85+ years"	"85+"	17
	"Lung and Bronchus"	"22030"	" Jackson, MS  "	"27140"	"2005"	"2005"	"60-64 years "	"60-64"	16
	"Lung and Bronchus"	"22030"	" Jackson, MS  "	"27140"	"2005"	"2005"	"70-74 years"	"70-74"	18
	"Lung and Bronchus"	"22030"	" Jackson, MS  "	"27140"	"2005"	"2005"	"75-79 years"	"75-79"	25
	"Lung and Bronchus"	"22030"	" Jackson, MS  "	"27140"	"2005"	"2005"	"80-84 years"	"80-84"	19
	"Lung and Bronchus"	"22030"	" Jackson, MS  "	"27140"	"2006"	"2006"	"60-64 years "	"60-64"	20
	"Lung and Bronchus"	"22030"	" Jackson, MS  "	"27140"	"2006"	"2006"	"70-74 years"	"70-74"	21
	"Lung and Bronchus"	"22030"	" Jackson, MS  "	"27140"	"2006"	"2006"	"75-79 years"	"75-79"	21
	"Lung and Bronchus"	"22030"	" Jackson, MS  "	"27140"	"2006"	"2006"	"80-84 years"	"80-84"	28
	"Lung and Bronchus"	"22030"	" Jackson, MS  "	"27140"	"2007"	"2007"	"65-69 years"	"65-69"	17
	"Lung and Bronchus"	"22030"	" Jackson, MS  "	"27140"	"2007"	"2007"	"70-74 years"	"70-74"	17
	"Lung and Bronchus"	"22030"	" Jackson, MS  "	"27140"	"2007"	"2007"	"75-79 years"	"75-79"	21
