"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"MSA"	"MSA Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	Deaths
	"Prostate"	"28010"	" Harrisburg-Carlisle, PA  "	"25420"	"2013"	"2013"	"Male"	"M"	42
	"Prostate"	"28010"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"1999"	"1999"	"Male"	"M"	138
	"Prostate"	"28010"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2000"	"2000"	"Male"	"M"	130
	"Prostate"	"28010"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2001"	"2001"	"Male"	"M"	123
	"Prostate"	"28010"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2002"	"2002"	"Male"	"M"	143
	"Prostate"	"28010"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2003"	"2003"	"Male"	"M"	114
	"Prostate"	"28010"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2004"	"2004"	"Male"	"M"	140
	"Prostate"	"28010"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2005"	"2005"	"Male"	"M"	130
	"Prostate"	"28010"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2006"	"2006"	"Male"	"M"	138
	"Prostate"	"28010"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2007"	"2007"	"Male"	"M"	132
	"Prostate"	"28010"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2008"	"2008"	"Male"	"M"	126
	"Prostate"	"28010"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2009"	"2009"	"Male"	"M"	118
	"Prostate"	"28010"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2010"	"2010"	"Male"	"M"	120
	"Prostate"	"28010"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2011"	"2011"	"Male"	"M"	138
	"Prostate"	"28010"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2012"	"2012"	"Male"	"M"	101
	"Prostate"	"28010"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2013"	"2013"	"Male"	"M"	133
	"Prostate"	"28010"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"1999"	"1999"	"Male"	"M"	320
	"Prostate"	"28010"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2000"	"2000"	"Male"	"M"	306
	"Prostate"	"28010"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2001"	"2001"	"Male"	"M"	338
	"Prostate"	"28010"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2002"	"2002"	"Male"	"M"	328
	"Prostate"	"28010"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2003"	"2003"	"Male"	"M"	326
	"Prostate"	"28010"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2004"	"2004"	"Male"	"M"	317
	"Prostate"	"28010"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2005"	"2005"	"Male"	"M"	328
	"Prostate"	"28010"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2006"	"2006"	"Male"	"M"	349
	"Prostate"	"28010"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2007"	"2007"	"Male"	"M"	302
	"Prostate"	"28010"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2008"	"2008"	"Male"	"M"	304
	"Prostate"	"28010"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2009"	"2009"	"Male"	"M"	290
	"Prostate"	"28010"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2010"	"2010"	"Male"	"M"	309
	"Prostate"	"28010"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2011"	"2011"	"Male"	"M"	316
	"Prostate"	"28010"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2012"	"2012"	"Male"	"M"	329
	"Prostate"	"28010"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2013"	"2013"	"Male"	"M"	395
	"Prostate"	"28010"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"1999"	"1999"	"Male"	"M"	190
	"Prostate"	"28010"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2000"	"2000"	"Male"	"M"	186
	"Prostate"	"28010"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2001"	"2001"	"Male"	"M"	163
	"Prostate"	"28010"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2002"	"2002"	"Male"	"M"	143
	"Prostate"	"28010"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2003"	"2003"	"Male"	"M"	143
	"Prostate"	"28010"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2004"	"2004"	"Male"	"M"	168
	"Prostate"	"28010"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2005"	"2005"	"Male"	"M"	132
	"Prostate"	"28010"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2006"	"2006"	"Male"	"M"	134
	"Prostate"	"28010"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2007"	"2007"	"Male"	"M"	171
	"Prostate"	"28010"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2008"	"2008"	"Male"	"M"	152
	"Prostate"	"28010"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2009"	"2009"	"Male"	"M"	128
	"Prostate"	"28010"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2010"	"2010"	"Male"	"M"	148
	"Prostate"	"28010"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2011"	"2011"	"Male"	"M"	166
	"Prostate"	"28010"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2012"	"2012"	"Male"	"M"	151
	"Prostate"	"28010"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2013"	"2013"	"Male"	"M"	158
	"Prostate"	"28010"	" Jackson, MS  "	"27140"	"1999"	"1999"	"Male"	"M"	93
	"Prostate"	"28010"	" Jackson, MS  "	"27140"	"2000"	"2000"	"Male"	"M"	69
	"Prostate"	"28010"	" Jackson, MS  "	"27140"	"2001"	"2001"	"Male"	"M"	76
	"Prostate"	"28010"	" Jackson, MS  "	"27140"	"2002"	"2002"	"Male"	"M"	71
	"Prostate"	"28010"	" Jackson, MS  "	"27140"	"2003"	"2003"	"Male"	"M"	63
	"Prostate"	"28010"	" Jackson, MS  "	"27140"	"2004"	"2004"	"Male"	"M"	53
	"Prostate"	"28010"	" Jackson, MS  "	"27140"	"2005"	"2005"	"Male"	"M"	53
	"Prostate"	"28010"	" Jackson, MS  "	"27140"	"2006"	"2006"	"Male"	"M"	83
	"Prostate"	"28010"	" Jackson, MS  "	"27140"	"2007"	"2007"	"Male"	"M"	66
	"Prostate"	"28010"	" Jackson, MS  "	"27140"	"2008"	"2008"	"Male"	"M"	54
	"Prostate"	"28010"	" Jackson, MS  "	"27140"	"2009"	"2009"	"Male"	"M"	47
	"Prostate"	"28010"	" Jackson, MS  "	"27140"	"2010"	"2010"	"Male"	"M"	65
	"Prostate"	"28010"	" Jackson, MS  "	"27140"	"2011"	"2011"	"Male"	"M"	56
	"Prostate"	"28010"	" Jackson, MS  "	"27140"	"2012"	"2012"	"Male"	"M"	57
	"Prostate"	"28010"	" Jackson, MS  "	"27140"	"2013"	"2013"	"Male"	"M"	66
	"Prostate"	"28010"	" Jacksonville, FL  "	"27260"	"1999"	"1999"	"Male"	"M"	146
	"Prostate"	"28010"	" Jacksonville, FL  "	"27260"	"2000"	"2000"	"Male"	"M"	114
	"Prostate"	"28010"	" Jacksonville, FL  "	"27260"	"2001"	"2001"	"Male"	"M"	122
	"Prostate"	"28010"	" Jacksonville, FL  "	"27260"	"2002"	"2002"	"Male"	"M"	110
	"Prostate"	"28010"	" Jacksonville, FL  "	"27260"	"2003"	"2003"	"Male"	"M"	140
	"Prostate"	"28010"	" Jacksonville, FL  "	"27260"	"2004"	"2004"	"Male"	"M"	127
	"Prostate"	"28010"	" Jacksonville, FL  "	"27260"	"2005"	"2005"	"Male"	"M"	121
	"Prostate"	"28010"	" Jacksonville, FL  "	"27260"	"2006"	"2006"	"Male"	"M"	133
	"Prostate"	"28010"	" Jacksonville, FL  "	"27260"	"2007"	"2007"	"Male"	"M"	115
	"Prostate"	"28010"	" Jacksonville, FL  "	"27260"	"2008"	"2008"	"Male"	"M"	115
	"Prostate"	"28010"	" Jacksonville, FL  "	"27260"	"2009"	"2009"	"Male"	"M"	110
	"Prostate"	"28010"	" Jacksonville, FL  "	"27260"	"2010"	"2010"	"Male"	"M"	108
	"Prostate"	"28010"	" Jacksonville, FL  "	"27260"	"2011"	"2011"	"Male"	"M"	127
	"Prostate"	"28010"	" Jacksonville, FL  "	"27260"	"2012"	"2012"	"Male"	"M"	125
	"Prostate"	"28010"	" Jacksonville, FL  "	"27260"	"2013"	"2013"	"Male"	"M"	108
	"Prostate"	"28010"	" Kansas City, MO-KS  "	"28140"	"1999"	"1999"	"Male"	"M"	175
	"Prostate"	"28010"	" Kansas City, MO-KS  "	"28140"	"2000"	"2000"	"Male"	"M"	172
	"Prostate"	"28010"	" Kansas City, MO-KS  "	"28140"	"2001"	"2001"	"Male"	"M"	162
	"Prostate"	"28010"	" Kansas City, MO-KS  "	"28140"	"2002"	"2002"	"Male"	"M"	155
	"Prostate"	"28010"	" Kansas City, MO-KS  "	"28140"	"2003"	"2003"	"Male"	"M"	161
	"Prostate"	"28010"	" Kansas City, MO-KS  "	"28140"	"2004"	"2004"	"Male"	"M"	168
	"Prostate"	"28010"	" Kansas City, MO-KS  "	"28140"	"2005"	"2005"	"Male"	"M"	170
	"Prostate"	"28010"	" Kansas City, MO-KS  "	"28140"	"2006"	"2006"	"Male"	"M"	154
	"Prostate"	"28010"	" Kansas City, MO-KS  "	"28140"	"2007"	"2007"	"Male"	"M"	174
	"Prostate"	"28010"	" Kansas City, MO-KS  "	"28140"	"2008"	"2008"	"Male"	"M"	168
	"Prostate"	"28010"	" Kansas City, MO-KS  "	"28140"	"2009"	"2009"	"Male"	"M"	178
	"Prostate"	"28010"	" Kansas City, MO-KS  "	"28140"	"2010"	"2010"	"Male"	"M"	158
	"Prostate"	"28010"	" Kansas City, MO-KS  "	"28140"	"2011"	"2011"	"Male"	"M"	150
	"Prostate"	"28010"	" Kansas City, MO-KS  "	"28140"	"2012"	"2012"	"Male"	"M"	160
	"Prostate"	"28010"	" Kansas City, MO-KS  "	"28140"	"2013"	"2013"	"Male"	"M"	176
	"Prostate"	"28010"	" Knoxville, TN  "	"28940"	"1999"	"1999"	"Male"	"M"	78
	"Prostate"	"28010"	" Knoxville, TN  "	"28940"	"2000"	"2000"	"Male"	"M"	69
	"Prostate"	"28010"	" Knoxville, TN  "	"28940"	"2001"	"2001"	"Male"	"M"	76
	"Prostate"	"28010"	" Knoxville, TN  "	"28940"	"2002"	"2002"	"Male"	"M"	74
	"Prostate"	"28010"	" Knoxville, TN  "	"28940"	"2003"	"2003"	"Male"	"M"	84
	"Prostate"	"28010"	" Knoxville, TN  "	"28940"	"2004"	"2004"	"Male"	"M"	69
	"Prostate"	"28010"	" Knoxville, TN  "	"28940"	"2005"	"2005"	"Male"	"M"	71
	"Prostate"	"28010"	" Knoxville, TN  "	"28940"	"2006"	"2006"	"Male"	"M"	72
	"Prostate"	"28010"	" Knoxville, TN  "	"28940"	"2007"	"2007"	"Male"	"M"	90
	"Prostate"	"28010"	" Knoxville, TN  "	"28940"	"2008"	"2008"	"Male"	"M"	86
	"Prostate"	"28010"	" Knoxville, TN  "	"28940"	"2009"	"2009"	"Male"	"M"	63
	"Prostate"	"28010"	" Knoxville, TN  "	"28940"	"2010"	"2010"	"Male"	"M"	68
	"Prostate"	"28010"	" Knoxville, TN  "	"28940"	"2011"	"2011"	"Male"	"M"	59
	"Prostate"	"28010"	" Knoxville, TN  "	"28940"	"2012"	"2012"	"Male"	"M"	56
	"Prostate"	"28010"	" Knoxville, TN  "	"28940"	"2013"	"2013"	"Male"	"M"	66
	"Prostate"	"28010"	" Lakeland-Winter Haven, FL  "	"29460"	"1999"	"1999"	"Male"	"M"	66
	"Prostate"	"28010"	" Lakeland-Winter Haven, FL  "	"29460"	"2000"	"2000"	"Male"	"M"	91
	"Prostate"	"28010"	" Lakeland-Winter Haven, FL  "	"29460"	"2001"	"2001"	"Male"	"M"	75
	"Prostate"	"28010"	" Lakeland-Winter Haven, FL  "	"29460"	"2002"	"2002"	"Male"	"M"	66
	"Prostate"	"28010"	" Lakeland-Winter Haven, FL  "	"29460"	"2003"	"2003"	"Male"	"M"	63
	"Prostate"	"28010"	" Lakeland-Winter Haven, FL  "	"29460"	"2004"	"2004"	"Male"	"M"	64
	"Prostate"	"28010"	" Lakeland-Winter Haven, FL  "	"29460"	"2005"	"2005"	"Male"	"M"	68
	"Prostate"	"28010"	" Lakeland-Winter Haven, FL  "	"29460"	"2006"	"2006"	"Male"	"M"	53
	"Prostate"	"28010"	" Lakeland-Winter Haven, FL  "	"29460"	"2007"	"2007"	"Male"	"M"	68
	"Prostate"	"28010"	" Lakeland-Winter Haven, FL  "	"29460"	"2008"	"2008"	"Male"	"M"	76
	"Prostate"	"28010"	" Lakeland-Winter Haven, FL  "	"29460"	"2009"	"2009"	"Male"	"M"	59
	"Prostate"	"28010"	" Lakeland-Winter Haven, FL  "	"29460"	"2010"	"2010"	"Male"	"M"	86
	"Prostate"	"28010"	" Lakeland-Winter Haven, FL  "	"29460"	"2011"	"2011"	"Male"	"M"	65
	"Prostate"	"28010"	" Lakeland-Winter Haven, FL  "	"29460"	"2012"	"2012"	"Male"	"M"	77
	"Prostate"	"28010"	" Lakeland-Winter Haven, FL  "	"29460"	"2013"	"2013"	"Male"	"M"	54
	"Prostate"	"28010"	" Lancaster, PA  "	"29540"	"1999"	"1999"	"Male"	"M"	61
	"Prostate"	"28010"	" Lancaster, PA  "	"29540"	"2000"	"2000"	"Male"	"M"	50
	"Prostate"	"28010"	" Lancaster, PA  "	"29540"	"2001"	"2001"	"Male"	"M"	66
	"Prostate"	"28010"	" Lancaster, PA  "	"29540"	"2002"	"2002"	"Male"	"M"	49
	"Prostate"	"28010"	" Lancaster, PA  "	"29540"	"2003"	"2003"	"Male"	"M"	46
	"Prostate"	"28010"	" Lancaster, PA  "	"29540"	"2004"	"2004"	"Male"	"M"	54
	"Prostate"	"28010"	" Lancaster, PA  "	"29540"	"2005"	"2005"	"Male"	"M"	48
	"Prostate"	"28010"	" Lancaster, PA  "	"29540"	"2006"	"2006"	"Male"	"M"	44
	"Prostate"	"28010"	" Lancaster, PA  "	"29540"	"2007"	"2007"	"Male"	"M"	56
	"Prostate"	"28010"	" Lancaster, PA  "	"29540"	"2008"	"2008"	"Male"	"M"	60
	"Prostate"	"28010"	" Lancaster, PA  "	"29540"	"2009"	"2009"	"Male"	"M"	55
	"Prostate"	"28010"	" Lancaster, PA  "	"29540"	"2010"	"2010"	"Male"	"M"	48
	"Prostate"	"28010"	" Lancaster, PA  "	"29540"	"2011"	"2011"	"Male"	"M"	46
	"Prostate"	"28010"	" Lancaster, PA  "	"29540"	"2012"	"2012"	"Male"	"M"	50
	"Prostate"	"28010"	" Lancaster, PA  "	"29540"	"2013"	"2013"	"Male"	"M"	48
	"Prostate"	"28010"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"1999"	"1999"	"Male"	"M"	133
	"Prostate"	"28010"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2000"	"2000"	"Male"	"M"	121
	"Prostate"	"28010"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2001"	"2001"	"Male"	"M"	140
	"Prostate"	"28010"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2002"	"2002"	"Male"	"M"	137
	"Prostate"	"28010"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2003"	"2003"	"Male"	"M"	129
	"Prostate"	"28010"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2004"	"2004"	"Male"	"M"	118
	"Prostate"	"28010"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2005"	"2005"	"Male"	"M"	142
	"Prostate"	"28010"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2006"	"2006"	"Male"	"M"	138
	"Prostate"	"28010"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2007"	"2007"	"Male"	"M"	152
	"Prostate"	"28010"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2008"	"2008"	"Male"	"M"	144
	"Prostate"	"28010"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2009"	"2009"	"Male"	"M"	129
	"Prostate"	"28010"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2010"	"2010"	"Male"	"M"	141
	"Prostate"	"28010"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2011"	"2011"	"Male"	"M"	143
	"Prostate"	"28010"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2012"	"2012"	"Male"	"M"	154
	"Prostate"	"28010"	" Las Vegas-Henderson-Paradise, NV  "	"29820"	"2013"	"2013"	"Male"	"M"	179
	"Prostate"	"28010"	" Little Rock-North Little Rock-Conway, AR  "	"30780"	"1999"	"1999"	"Male"	"M"	60
	"Prostate"	"28010"	" Little Rock-North Little Rock-Conway, AR  "	"30780"	"2000"	"2000"	"Male"	"M"	55
	"Prostate"	"28010"	" Little Rock-North Little Rock-Conway, AR  "	"30780"	"2001"	"2001"	"Male"	"M"	73
	"Prostate"	"28010"	" Little Rock-North Little Rock-Conway, AR  "	"30780"	"2002"	"2002"	"Male"	"M"	56
	"Prostate"	"28010"	" Little Rock-North Little Rock-Conway, AR  "	"30780"	"2003"	"2003"	"Male"	"M"	63
	"Prostate"	"28010"	" Little Rock-North Little Rock-Conway, AR  "	"30780"	"2004"	"2004"	"Male"	"M"	49
	"Prostate"	"28010"	" Little Rock-North Little Rock-Conway, AR  "	"30780"	"2005"	"2005"	"Male"	"M"	46
	"Prostate"	"28010"	" Little Rock-North Little Rock-Conway, AR  "	"30780"	"2006"	"2006"	"Male"	"M"	72
	"Prostate"	"28010"	" Little Rock-North Little Rock-Conway, AR  "	"30780"	"2007"	"2007"	"Male"	"M"	69
	"Prostate"	"28010"	" Little Rock-North Little Rock-Conway, AR  "	"30780"	"2008"	"2008"	"Male"	"M"	62
	"Prostate"	"28010"	" Little Rock-North Little Rock-Conway, AR  "	"30780"	"2009"	"2009"	"Male"	"M"	60
	"Prostate"	"28010"	" Little Rock-North Little Rock-Conway, AR  "	"30780"	"2010"	"2010"	"Male"	"M"	61
	"Prostate"	"28010"	" Little Rock-North Little Rock-Conway, AR  "	"30780"	"2011"	"2011"	"Male"	"M"	62
	"Prostate"	"28010"	" Little Rock-North Little Rock-Conway, AR  "	"30780"	"2012"	"2012"	"Male"	"M"	65
	"Prostate"	"28010"	" Little Rock-North Little Rock-Conway, AR  "	"30780"	"2013"	"2013"	"Male"	"M"	43
	"Prostate"	"28010"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"1999"	"1999"	"Male"	"M"	946
	"Prostate"	"28010"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2000"	"2000"	"Male"	"M"	962
	"Prostate"	"28010"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2001"	"2001"	"Male"	"M"	904
	"Prostate"	"28010"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2002"	"2002"	"Male"	"M"	1000
	"Prostate"	"28010"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2003"	"2003"	"Male"	"M"	947
	"Prostate"	"28010"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2004"	"2004"	"Male"	"M"	964
	"Prostate"	"28010"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2005"	"2005"	"Male"	"M"	1008
	"Prostate"	"28010"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2006"	"2006"	"Male"	"M"	909
	"Prostate"	"28010"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2007"	"2007"	"Male"	"M"	1001
	"Prostate"	"28010"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2008"	"2008"	"Male"	"M"	987
	"Prostate"	"28010"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2009"	"2009"	"Male"	"M"	1015
	"Prostate"	"28010"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2010"	"2010"	"Male"	"M"	1001
	"Prostate"	"28010"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2011"	"2011"	"Male"	"M"	993
	"Prostate"	"28010"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2012"	"2012"	"Male"	"M"	933
	"Prostate"	"28010"	" Los Angeles-Long Beach-Anaheim, CA  "	"31080"	"2013"	"2013"	"Male"	"M"	946
	"Prostate"	"28010"	" Louisville/Jefferson County, KY-IN  "	"31140"	"1999"	"1999"	"Male"	"M"	130
	"Prostate"	"28010"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2000"	"2000"	"Male"	"M"	135
	"Prostate"	"28010"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2001"	"2001"	"Male"	"M"	127
	"Prostate"	"28010"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2002"	"2002"	"Male"	"M"	129
	"Prostate"	"28010"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2003"	"2003"	"Male"	"M"	103
	"Prostate"	"28010"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2004"	"2004"	"Male"	"M"	96
	"Prostate"	"28010"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2005"	"2005"	"Male"	"M"	102
	"Prostate"	"28010"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2006"	"2006"	"Male"	"M"	119
	"Prostate"	"28010"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2007"	"2007"	"Male"	"M"	113
	"Prostate"	"28010"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2008"	"2008"	"Male"	"M"	104
	"Prostate"	"28010"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2009"	"2009"	"Male"	"M"	97
	"Prostate"	"28010"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2010"	"2010"	"Male"	"M"	98
	"Prostate"	"28010"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2011"	"2011"	"Male"	"M"	92
	"Prostate"	"28010"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2012"	"2012"	"Male"	"M"	101
	"Prostate"	"28010"	" Louisville/Jefferson County, KY-IN  "	"31140"	"2013"	"2013"	"Male"	"M"	89
	"Prostate"	"28010"	" Madison, WI  "	"31540"	"1999"	"1999"	"Male"	"M"	55
	"Prostate"	"28010"	" Madison, WI  "	"31540"	"2000"	"2000"	"Male"	"M"	51
	"Prostate"	"28010"	" Madison, WI  "	"31540"	"2001"	"2001"	"Male"	"M"	50
	"Prostate"	"28010"	" Madison, WI  "	"31540"	"2002"	"2002"	"Male"	"M"	50
	"Prostate"	"28010"	" Madison, WI  "	"31540"	"2003"	"2003"	"Male"	"M"	49
	"Prostate"	"28010"	" Madison, WI  "	"31540"	"2004"	"2004"	"Male"	"M"	61
	"Prostate"	"28010"	" Madison, WI  "	"31540"	"2005"	"2005"	"Male"	"M"	49
	"Prostate"	"28010"	" Madison, WI  "	"31540"	"2006"	"2006"	"Male"	"M"	45
	"Prostate"	"28010"	" Madison, WI  "	"31540"	"2007"	"2007"	"Male"	"M"	52
	"Prostate"	"28010"	" Madison, WI  "	"31540"	"2008"	"2008"	"Male"	"M"	68
	"Prostate"	"28010"	" Madison, WI  "	"31540"	"2009"	"2009"	"Male"	"M"	53
	"Prostate"	"28010"	" Madison, WI  "	"31540"	"2010"	"2010"	"Male"	"M"	60
	"Prostate"	"28010"	" Madison, WI  "	"31540"	"2011"	"2011"	"Male"	"M"	51
	"Prostate"	"28010"	" Madison, WI  "	"31540"	"2012"	"2012"	"Male"	"M"	50
	"Prostate"	"28010"	" Madison, WI  "	"31540"	"2013"	"2013"	"Male"	"M"	54
	"Prostate"	"28010"	" McAllen-Edinburg-Mission, TX  "	"32580"	"1999"	"1999"	"Male"	"M"	30
	"Prostate"	"28010"	" McAllen-Edinburg-Mission, TX  "	"32580"	"2000"	"2000"	"Male"	"M"	26
	"Prostate"	"28010"	" McAllen-Edinburg-Mission, TX  "	"32580"	"2001"	"2001"	"Male"	"M"	38
	"Prostate"	"28010"	" McAllen-Edinburg-Mission, TX  "	"32580"	"2002"	"2002"	"Male"	"M"	28
	"Prostate"	"28010"	" McAllen-Edinburg-Mission, TX  "	"32580"	"2003"	"2003"	"Male"	"M"	30
	"Prostate"	"28010"	" McAllen-Edinburg-Mission, TX  "	"32580"	"2004"	"2004"	"Male"	"M"	26
	"Prostate"	"28010"	" McAllen-Edinburg-Mission, TX  "	"32580"	"2005"	"2005"	"Male"	"M"	35
	"Prostate"	"28010"	" McAllen-Edinburg-Mission, TX  "	"32580"	"2006"	"2006"	"Male"	"M"	32
	"Prostate"	"28010"	" McAllen-Edinburg-Mission, TX  "	"32580"	"2007"	"2007"	"Male"	"M"	29
	"Prostate"	"28010"	" McAllen-Edinburg-Mission, TX  "	"32580"	"2008"	"2008"	"Male"	"M"	27
	"Prostate"	"28010"	" McAllen-Edinburg-Mission, TX  "	"32580"	"2009"	"2009"	"Male"	"M"	29
	"Prostate"	"28010"	" McAllen-Edinburg-Mission, TX  "	"32580"	"2010"	"2010"	"Male"	"M"	38
	"Prostate"	"28010"	" McAllen-Edinburg-Mission, TX  "	"32580"	"2011"	"2011"	"Male"	"M"	34
	"Prostate"	"28010"	" McAllen-Edinburg-Mission, TX  "	"32580"	"2012"	"2012"	"Male"	"M"	40
	"Prostate"	"28010"	" McAllen-Edinburg-Mission, TX  "	"32580"	"2013"	"2013"	"Male"	"M"	35
	"Prostate"	"28010"	" Memphis, TN-MS-AR  "	"32820"	"1999"	"1999"	"Male"	"M"	146
	"Prostate"	"28010"	" Memphis, TN-MS-AR  "	"32820"	"2000"	"2000"	"Male"	"M"	149
	"Prostate"	"28010"	" Memphis, TN-MS-AR  "	"32820"	"2001"	"2001"	"Male"	"M"	125
	"Prostate"	"28010"	" Memphis, TN-MS-AR  "	"32820"	"2002"	"2002"	"Male"	"M"	155
	"Prostate"	"28010"	" Memphis, TN-MS-AR  "	"32820"	"2003"	"2003"	"Male"	"M"	132
	"Prostate"	"28010"	" Memphis, TN-MS-AR  "	"32820"	"2004"	"2004"	"Male"	"M"	134
	"Prostate"	"28010"	" Memphis, TN-MS-AR  "	"32820"	"2005"	"2005"	"Male"	"M"	154
	"Prostate"	"28010"	" Memphis, TN-MS-AR  "	"32820"	"2006"	"2006"	"Male"	"M"	125
	"Prostate"	"28010"	" Memphis, TN-MS-AR  "	"32820"	"2007"	"2007"	"Male"	"M"	162
	"Prostate"	"28010"	" Memphis, TN-MS-AR  "	"32820"	"2008"	"2008"	"Male"	"M"	124
	"Prostate"	"28010"	" Memphis, TN-MS-AR  "	"32820"	"2009"	"2009"	"Male"	"M"	127
	"Prostate"	"28010"	" Memphis, TN-MS-AR  "	"32820"	"2010"	"2010"	"Male"	"M"	151
	"Prostate"	"28010"	" Memphis, TN-MS-AR  "	"32820"	"2011"	"2011"	"Male"	"M"	128
	"Prostate"	"28010"	" Memphis, TN-MS-AR  "	"32820"	"2012"	"2012"	"Male"	"M"	133
	"Prostate"	"28010"	" Memphis, TN-MS-AR  "	"32820"	"2013"	"2013"	"Male"	"M"	120
	"Prostate"	"28010"	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"1999"	"1999"	"Male"	"M"	666
